lsoa,names,lone_parent_household,young_pepople_percent,ethnic_black,birth_not_uk ,tenure_mortgage_loan,tenure_social,no_qualifications,level_4_qualifications_above,no_cars,cars_per_household,median_annual_household_income,ptal_average,cluster_id
E01001014,Croydon 024A,22.4,0.26,23.4,40.7,28.7,32.5,17.3,34.5,52.6,0.6,26179,6.3,1
E01001042,Croydon 024B,17.1,0.25,17.9,35.4,21.5,24.8,15.7,34.4,56.3,0.5,27231,6.8,1
E01001165,Croydon 024C,12,0.19,21.3,30.5,41.9,8.6,16.3,32.7,34.9,0.9,30211,4.7,1
E01001166,Croydon 024D,19,0.22,19.7,34.1,26.3,29.6,17.7,29,54.9,0.5,25104,4.7,0
E01001168,Croydon 024E,10.5,0.21,16.9,27.8,43.2,7.6,14.4,33.8,34.1,0.9,33059,3.9,0
E01001127,Croydon 025A,6.8,0.18,8.4,15.7,46.3,7.1,14.6,29.7,10.8,1.7,44406,2,2
E01001128,Croydon 025B,29.5,0.2,27.6,26.5,22.8,54.8,24.6,20.1,39,0.8,24961,2,2
E01001130,Croydon 025C,43.8,0.21,39.9,34.6,10.9,76.6,23.6,19.7,51.2,0.6,21596,1.9,2
E01001135,Croydon 025D,8.1,0.17,8,17,42.6,2.7,16.6,30,15.8,1.4,43341,2.8,0
E01001062,Croydon 026A,7,0.18,8.9,18.6,39.9,3,15,36.7,10.5,1.6,48914,2.9,0
E01001063,Croydon 026B,8.5,0.18,8.6,18.2,45.8,1.9,12.8,36.3,16.5,1.4,44865,2.7,0
E01001064,Croydon 026C,7,0.15,5.9,21.1,42.6,2.1,16.5,34.9,8,1.6,48583,2.1,2
E01001129,Croydon 026D,5.6,0.18,6.9,12,51.2,0.8,13.2,32.2,10.8,1.7,49012,2.1,2
E01001133,Croydon 026E,5,0.13,7,17.3,31,5.4,25.6,25.2,28.8,1.1,37953,2.6,0
E01001035,Croydon 027A,8.3,0.26,13.6,32.4,26.9,7.6,11.1,45.2,35.4,0.8,36055,3.6,0
E01001043,Croydon 027B,15.5,0.3,18.9,43.4,18.6,20.5,11.6,39.3,58.3,0.5,28185,6.8,1
E01001045,Croydon 027C,9.5,0.27,12.5,40.3,14.3,16.7,14.7,41.1,57.6,0.5,31941,6.6,1
E01001047,Croydon 027D,9.2,0.22,12.3,35,29,11.6,12.4,40.7,50.4,0.6,30532,5.6,1
E01001170,Croydon 027E,17.7,0.22,17.1,30.6,22.8,18.9,16.8,34.9,47,0.6,29112,5.1,1
E01001167,Croydon 028A,15.8,0.19,19.1,32.1,43.5,13.6,17.1,29.5,24.8,1.1,30489,3.8,0
E01001169,Croydon 028B,22.4,0.18,21.1,25.7,27.2,46.5,27.4,20.6,37,0.9,24800,2.7,0
E01001171,Croydon 028C,23.1,0.19,20.8,30.8,25.8,36.6,21.9,31.9,42,0.8,28377,3.2,0
E01001172,Croydon 028D,26,0.19,19.9,28.1,24.5,57.1,32.2,17.6,36.7,0.8,22941,2.9,2
E01001173,Croydon 028E,17.9,0.21,19.1,30.3,28.3,22.7,13.6,35.9,25.6,1,30980,2.1,2
E01001036,Croydon 029A,4.1,0.15,5.7,26.6,33.8,3.7,12.3,50.5,19.7,1.3,53569,2.1,2
E01001037,Croydon 029B,17.3,0.23,15,22.3,36.2,20.7,14,38.2,39.1,0.7,30150,5.6,1
E01001038,Croydon 029C,8,0.25,12.8,27.8,31.2,11.6,10.7,43.4,37.1,0.8,33985,3.6,0
E01001039,Croydon 029D,6.5,0.16,5.5,18.7,40.1,3.4,9.4,48.4,15.3,1.4,51617,2.2,2
E01001040,Croydon 029E,13.9,0.21,9.5,22.1,41,8.1,14.1,38.5,34.2,0.8,33444,4,0
E01001051,Croydon 030A,27.4,0.21,24.5,19.6,16.9,67.3,37,11.6,47.2,0.7,21910,2.7,0
E01001052,Croydon 030B,36,0.2,27.1,17.9,20.6,60,32,12.6,38.5,0.8,21741,2.6,0
E01001054,Croydon 030C,25.3,0.21,23,20.9,26.9,44.8,35.6,13.3,40.1,0.8,21973,3,0
E01001056,Croydon 030D,39.3,0.21,24.3,21.7,13.7,73.2,32.3,12.6,44.9,0.7,20090,3,0
E01001057,Croydon 030E,47.1,0.24,27.7,22.7,7.2,84.9,29.7,14.1,57.1,0.5,18572,3,0
E01001033,Croydon 031A,11.2,0.19,11,27.8,41.1,7.6,13.3,38.7,31.4,1,37432,3.4,0
E01001034,Croydon 031B,9.5,0.21,10.3,22.6,42.4,4.2,10.4,39.6,27.6,1,37951,3.4,0
E01001041,Croydon 031C,14,0.23,14.8,25.1,31.1,12.6,13.2,34.7,36.4,0.8,29856,3.3,0
E01001095,Croydon 031D,13.5,0.22,13.3,22.5,45.4,5.8,12.1,34.2,30.1,1.1,34090,3.3,0
E01001100,Croydon 031E,7.4,0.16,8.9,17.8,42.8,5.8,11.9,41.5,19.7,1.1,42362,3.4,0
E01001053,Croydon 032A,21.6,0.17,13.5,15.1,33.8,38.1,33.7,13.3,28.8,1,23954,3,0
E01001055,Croydon 032B,21.9,0.2,15.9,15.9,22.7,51.5,39.6,10.5,37.1,0.9,21286,3,0
E01001077,Croydon 032C,14.3,0.18,8.6,12.3,46.1,10.3,28.1,17.9,18,1.3,27732,3.1,0
E01001078,Croydon 032D,27.7,0.19,15.7,14.1,27.3,43.7,31.3,14.5,34.7,0.9,23862,2.9,0
E01001082,Croydon 032E,28.4,0.2,15.1,12.5,32.5,41.4,32.8,13.3,32.1,1.1,23180,2.5,0
E01001120,Croydon 033A,10,0.17,8.6,16.3,52.3,0.6,16.3,29.9,12.7,1.4,37851,2.4,2
E01001122,Croydon 033B,7.1,0.23,8.1,27.2,49.3,1.2,10.6,40.7,10.5,1.7,51335,2.1,2
E01001123,Croydon 033C,7,0.14,6.2,15.7,41.6,1.2,16.1,30.8,11,1.5,47045,1.3,2
E01001124,Croydon 033D,5.4,0.15,2.8,12.4,39.1,0.7,11.9,39.3,7.1,1.6,53237,1.4,2
E01001125,Croydon 033E,9.6,0.2,6.4,19.3,43.2,1.8,15.9,29.2,15.6,1.4,39750,3,0
E01001058,Croydon 034A,12.7,0.14,7.9,15.8,48.6,4.2,15.2,30.4,12.9,1.3,37178,2.5,2
E01001059,Croydon 034B,11.3,0.2,6.7,13.7,44.1,3.2,15.4,27.6,17.8,1.1,32838,2.1,2
E01001060,Croydon 034C,13.4,0.17,8.7,14.3,47.8,7.3,15.1,25.3,14.6,1.3,32565,2.5,2
E01001061,Croydon 034D,14.3,0.2,10.2,14.9,43.1,14.2,21.4,22,21.5,1.1,27999,1.9,2
E01001065,Croydon 034E,6.1,0.17,6.1,14,41.2,2.2,18.3,28.2,22.9,1.2,35227,2.2,2
E01001066,Croydon 034F,31,0.19,23.7,21.3,23.3,54.8,27.6,18.6,35.1,0.9,24178,1.3,2
E01001119,Croydon 034G,9,0.16,3.9,8.2,47.7,4.2,16.9,25.5,7.6,1.5,41532,2,2
E01001126,Croydon 034H,11,0.17,4.5,10.6,45.7,3,19.2,24.8,15.7,1.3,39610,2,2
E01001032,Croydon 035A,5.4,0.13,2.8,14.8,39,0.4,11.4,42.6,8.5,1.6,53136,1.6,2
E01001101,Croydon 035B,4.1,0.14,3.2,12.1,47.5,1,11,37.9,7.7,1.7,52119,1.1,2
E01001102,Croydon 035C,5,0.15,3.9,16,34,7.1,15.4,37.7,17,1.4,49037,1.9,2
E01001107,Croydon 035D,4.8,0.15,5,20.4,36.4,2.3,9.3,46.3,10.6,1.5,52772,1.9,2
E01001108,Croydon 035E,6.5,0.13,4,13.7,45.4,1.8,9.2,45.8,7.3,1.7,56959,1.5,2
E01001076,Croydon 036A,23.1,0.18,13.4,14.6,31.2,32.7,35.8,13,36,1,23117,2.7,0
E01001079,Croydon 036B,27.7,0.19,14.8,13,27.1,44.6,34,13,36.2,1,22062,2.6,0
E01001080,Croydon 036C,25.2,0.2,18.2,16.5,10.6,75.1,43.3,10,53,0.6,20098,2.5,2
E01001081,Croydon 036D,22.3,0.2,13.4,14,32.4,37.5,37.4,8.3,32,1,22220,2.6,2
E01001073,Croydon 037A,8.9,0.19,6,21.7,40.9,7.8,11.4,39.7,23.5,1.1,41999,2.6,2
E01001092,Croydon 037B,7.5,0.15,7.9,27.5,39.3,4.9,17.4,40.5,16.5,1.4,51709,2.1,2
E01001093,Croydon 037C,15.3,0.17,11.5,24.9,43.8,7.2,14.4,36.6,23.9,1.1,38766,3,0
E01001096,Croydon 037D,9.1,0.16,7.6,20.7,43.6,3.4,9.5,44.2,9.1,1.6,54568,2.3,0
E01001097,Croydon 037E,10.5,0.22,8.7,28.2,27.2,11.9,13.6,39,42.1,0.7,33526,4.3,0
E01001098,Croydon 037F,6.6,0.13,5,18,49.7,1.2,10.2,46.2,6.6,1.7,57551,2.2,2
E01001028,Croydon 038A,4.9,0.17,4.7,22,47.3,1.5,12.4,41.9,4.2,2,56991,1.3,2
E01001029,Croydon 038B,9.1,0.18,6.6,26.7,39.9,4.3,15.9,40.7,14.6,1.5,50015,3,0
E01001030,Croydon 038C,5,0.17,8.9,18.5,49.6,0.9,11,43.6,8.2,1.7,55081,2.5,0
E01001031,Croydon 038D,6.5,0.18,4.6,16.3,50.1,0.2,11.5,41.8,8.4,1.8,52697,2.2,2
E01001094,Croydon 038E,5,0.15,3,25.2,42.2,0.8,12.1,46.8,4.6,2,61489,1.5,2
E01001103,Croydon 039A,7.2,0.14,3.2,12.6,39.5,4.9,18.3,30.3,13.5,1.5,43899,1.6,2
E01001105,Croydon 039B,14.1,0.17,6.5,8.8,43.2,22,25.7,20.3,17.4,1.4,30566,1.7,2
E01001106,Croydon 039C,14.1,0.16,5.4,10.6,45.7,10.4,20.2,22.1,11.5,1.5,35736,1.6,2
E01001121,Croydon 039D,5.6,0.16,2.4,14.7,40.1,3.2,15.5,34.6,8,1.8,50318,1.5,2
E01001069,Croydon 040A,8.8,0.14,5.4,17.5,53,5.8,15.8,41.2,9,1.5,47826,1.8,2
E01001070,Croydon 040B,14.7,0.14,11.6,19.5,43.2,18.2,18.8,27.6,14.3,1.4,37796,1,2
E01001075,Croydon 040C,10.1,0.15,5.4,16.3,47.4,8.5,15.2,33.9,20.6,1.1,40375,2.4,2
E01001099,Croydon 040D,16.7,0.19,8.5,20,42.3,22,12.9,36.3,22.2,1.1,36891,3.1,0
E01001015,Croydon 041A,18.4,0.19,8.1,12.5,35.1,29.9,19.3,28.4,21.6,1.3,34296,2.5,2
E01001016,Croydon 041B,11.1,0.14,6.5,16.8,41.4,6.5,14.3,34.2,12,1.4,42252,1.8,2
E01001023,Croydon 041C,10.8,0.17,8.9,20.5,34.6,8.9,20.2,26.2,31.7,1,30928,3.8,0
E01001067,Croydon 041D,4.7,0.13,5.8,19.1,51.7,0.5,10,45.6,7.3,1.7,57116,1.6,2
E01001074,Croydon 041E,14.3,0.22,9.8,23.1,35.4,19,15.4,33.6,28.9,1,36044,3.2,0
E01001068,Croydon 042A,16.6,0.17,9.3,15.2,38,19.5,14.1,36.2,15.8,1.3,40749,2.2,2
E01001071,Croydon 042B,13.1,0.15,5.3,12.7,46.5,13.5,14.3,29.6,16.7,1.3,39559,1.7,2
E01001072,Croydon 042C,7.9,0.12,2.4,16.1,44.3,0.9,16.2,40.6,3.2,1.9,56717,0.3,2
E01001104,Croydon 042D,6.4,0.14,5.2,15.8,51.7,3.9,12.3,38,11.1,1.4,49924,2,2
E01001017,Croydon 043A,7.6,0.11,2.4,11,48.1,1.4,11,40.2,5.9,1.6,50938,1.8,2
E01001024,Croydon 043B,10.5,0.16,5.7,13.8,50.4,3,15.6,34.7,14.3,1.4,42369,2.8,0
E01001025,Croydon 043C,10,0.15,4.5,11.7,49.9,2.9,18.3,27.8,13.9,1.5,42430,3,0
E01001026,Croydon 043D,12.8,0.16,4,8.8,51.2,12.5,18.4,24.1,16.7,1.4,36297,2.5,0
E01001027,Croydon 043E,12.5,0.16,4.3,13.8,50.9,4.3,13,32.4,6.7,1.7,44743,1.9,2
E01001018,Croydon 044A,6.9,0.12,2,9.1,47.3,3,16.5,29.2,13.3,1.5,43743,1.8,2
E01001019,Croydon 044B,3.9,0.15,4.2,9.5,39.1,7.6,16.2,34.6,15.7,1.5,48775,2,2
E01001020,Croydon 044C,10.4,0.13,5.1,11.8,47.2,6.2,20.6,27.9,18,1.3,40033,2.2,2
E01001021,Croydon 044D,19,0.17,7.4,11.8,26.9,49.2,31.2,18.1,39,0.9,25333,1.3,2
E01001022,Croydon 044E,8.5,0.12,3.3,11.6,42.1,1.8,19.9,26.3,10.6,1.5,43559,1.4,2
E01000990,Croydon 045A,27,0.2,24.6,24.9,22.1,58.7,31.1,18.5,41.1,0.8,23699,3.1,0
E01001189,Croydon 045B,20,0.2,29.9,25.8,50.3,14.2,17.6,28.6,29.7,0.9,31122,4,0
E01001190,Croydon 045C,25,0.19,39.7,27.2,45.9,20.6,15.5,28.6,36.5,0.8,29505,2.5,2
E01001194,Croydon 045D,21,0.17,32.3,24.2,52.4,8.8,14.6,32,33.3,0.9,32131,3.8,0
E01032569,Croydon 045E,37.6,0.21,26.9,22.8,21.8,60.8,27.8,16.7,41.7,0.8,22065,2.9,0
E01001269,Ealing 001A,10.2,0.2,11.3,53.8,37.6,3.9,14.7,32.3,23.1,1.1,31095,3.2,0
E01001271,Ealing 001B,12.1,0.18,13.1,51,41.8,7.8,18.2,27.8,25.1,1.1,29682,2.1,2
E01001309,Ealing 001C,9.8,0.2,12.1,47.2,44.3,3.6,18.3,26.8,16.4,1.3,30652,1.6,2
E01001310,Ealing 001D,14.8,0.2,18.2,44.4,41.8,8.4,15.9,28.5,24.7,1.1,29990,2.4,2
E01001311,Ealing 001E,19.3,0.21,13.6,46.4,30.3,35.1,26.9,21.3,31.1,1,25648,1.5,2
E01001307,Ealing 002A,7.9,0.22,10.9,49.9,36,1.6,14.2,32.5,22.7,1.2,33946,2.4,2
E01001308,Ealing 002B,7.8,0.21,7.8,55.5,34.6,1,13.9,34.1,20.3,1.2,36633,3.5,0
E01001312,Ealing 002C,11,0.23,8.1,58.3,30.2,8.1,15.3,32.3,26.1,1.1,30439,3.9,0
E01001313,Ealing 002D,11,0.23,10.4,55.2,38,3.7,15.5,32.9,21.5,1.3,32609,3.1,0
E01001314,Ealing 002E,11.5,0.22,9.5,54.7,42.1,1.8,14.6,32.7,20.2,1.2,33983,2.4,2
E01001315,Ealing 003A,14.5,0.16,17.2,44.3,44,14.1,18.4,27.1,21.4,1.1,29341,2.5,2
E01001316,Ealing 003B,24.5,0.2,21.4,46.2,20,43.9,24.3,24.1,44.2,0.7,24075,2.8,0
E01001317,Ealing 003C,17.8,0.2,15.4,43.4,35.1,23,23.7,23.1,29.9,1,26869,2.5,2
E01001318,Ealing 003D,21,0.19,13.9,42.2,25.4,41.9,26.2,21.1,41.1,0.8,24920,3.8,0
E01001320,Ealing 003E,32.4,0.2,21.8,37.5,23.8,54.1,24.2,18.9,37.1,0.8,21531,1.1,2
E01001321,Ealing 003F,14.4,0.18,15.6,43.2,29.6,19.1,23.3,25.3,29,1,28208,3.1,0
E01001270,Ealing 004A,13.1,0.21,12.9,45.7,46,4.2,17.5,30.9,18.6,1.2,32823,1.7,2
E01001319,Ealing 004B,12.7,0.19,11.7,43.1,41.4,8.6,19.6,25,20.8,1.3,30203,3.6,0
E01001322,Ealing 004C,13.1,0.22,10.6,46.5,37,6.5,17,29.8,26,1,30213,4.2,1
E01001323,Ealing 004D,12.4,0.2,12.4,50.2,31.1,7,16.7,35.1,33.6,0.9,29436,4.8,1
E01001341,Ealing 005A,6.8,0.22,8.2,59.2,32.1,3,17,29.6,22.3,1.1,30136,2,2
E01001342,Ealing 005B,9.7,0.23,6.2,58.8,35.3,2.4,16.2,33.3,29.3,1.1,29759,2,2
E01001343,Ealing 005C,13.7,0.22,6.1,57.3,37.3,2.1,15.7,30.7,20.1,1.2,31783,1.8,2
E01001345,Ealing 005D,13.4,0.21,7.5,59.1,37.7,12.2,22.4,24,27.5,1.1,27573,2.3,2
E01001265,Ealing 006A,14.2,0.2,10.5,51.2,33.7,12,16.1,30,29.7,1,28894,1.6,2
E01001266,Ealing 006B,11.9,0.23,8.4,54.7,36.3,2.4,15,30.6,17.6,1.3,32803,3.4,0
E01001267,Ealing 006C,14,0.18,15.8,48.3,28.4,31,24.7,25.8,39.4,0.8,26422,2.9,0
E01001272,Ealing 006D,12.9,0.22,10.3,54.7,31.4,5.5,15.5,33.2,25.5,1.1,32402,4,0
E01001349,Ealing 006E,16,0.22,17.9,42.3,26.4,32.1,21.6,25.7,33.1,1,28631,2.9,0
E01001344,Ealing 007A,13,0.2,10.1,54.7,31.8,14.8,16.2,37.3,29.9,0.9,30165,3.2,0
E01001346,Ealing 007B,8.7,0.18,6.9,54.8,41.6,2.7,16.3,29.9,19.9,1.2,33655,2,2
E01001347,Ealing 007C,9.7,0.23,9.6,56.8,36.5,2.9,17.3,29.3,20.7,1.2,31613,1.5,2
E01001348,Ealing 007D,10.5,0.18,6.9,53.3,29.7,4.2,14.6,34.6,25.9,1,34307,2.9,0
E01001257,Ealing 008A,25,0.2,22.4,39.3,18.5,58.4,30.5,19.6,47.5,0.7,20936,3.2,0
E01001324,Ealing 008B,16.6,0.21,17.2,47.1,28.4,15,18.6,30.2,35.5,0.8,27074,2.9,0
E01001326,Ealing 008C,19.9,0.2,18.7,41,27.2,35.2,25.6,22.8,42.1,0.8,24536,1.1,2
E01001330,Ealing 008D,17.5,0.2,20.2,44.9,23.1,49.8,27.8,17.9,43.2,0.8,21030,2.9,0
E01001332,Ealing 008E,21.1,0.21,23.9,43.4,21.4,46.6,24.1,23.5,37.8,0.8,22703,3,0
E01001325,Ealing 009A,16.9,0.21,17.6,32.2,37.9,29.2,27.7,20.3,27.9,1.2,26653,1.8,2
E01001327,Ealing 009B,13.5,0.21,13.3,42.7,32,27.5,25.6,19.1,31,1.1,26149,2.8,0
E01001328,Ealing 009C,19.8,0.2,22,42.5,23.2,38.5,26.5,19.9,40.8,0.9,23797,3.4,0
E01001329,Ealing 009D,19.2,0.19,14.9,38.8,32.8,23.8,25.9,21.9,27.1,1.1,27005,2.3,2
E01001331,Ealing 009E,30.7,0.2,27.5,41.9,21.2,46.1,23.4,20,40.6,0.7,21892,2.8,0
E01001258,Ealing 010B,12,0.2,11.2,50.5,38,10.9,19.2,26,31.5,1,28749,3.5,0
E01001262,Ealing 010C,17.2,0.19,19.2,43.3,32.6,33.3,24.2,21.7,33.7,0.9,25661,2.7,2
E01001263,Ealing 010D,15.9,0.22,19,45.7,30.4,34,24.7,22.4,32.5,0.9,25112,1.9,2
E01001264,Ealing 010E,15.7,0.17,13.2,44.7,34,21.6,23.6,25.7,27.1,1,26999,1.8,2
E01032743,Ealing 010F,22.7,0.23,19.6,47.2,20.8,26.4,15.6,32.2,28.6,0.9,27002,3.1,0
E01032744,Ealing 010G,16.3,0.18,15.7,52.4,29.4,18.3,26.3,26.1,39.1,0.9,24886,3.9,0
E01001276,Ealing 011A,11.1,0.23,7.7,61.9,27.8,2.5,13.7,36.2,29.8,1,30943,2.9,0
E01001277,Ealing 011B,10,0.27,4.9,63.8,21.1,4,12.2,42.2,27.4,1,36636,4.3,0
E01001278,Ealing 011C,11.4,0.21,5.9,61.7,19.1,5.1,11.1,42.4,32.5,1,36594,4.7,1
E01001280,Ealing 011D,8.7,0.19,4.8,51.5,21.5,2.6,7.5,53.5,28.9,1,45336,3.4,0
E01001218,Ealing 012A,18.1,0.21,20,55.6,18.6,38,25.5,22.3,41.2,0.9,23303,2.9,0
E01001260,Ealing 012B,9.4,0.2,7.4,53.1,34.5,6.5,19.3,29.8,31.5,1.1,29410,4.2,0
E01001261,Ealing 012C,13.6,0.27,12,53.7,20.1,15,18.5,26.9,40.2,0.8,27312,5.2,1
E01001268,Ealing 012D,7.6,0.16,6.5,40.8,39,2.9,20.4,31.4,18.9,1.2,36918,2.1,2
E01001209,Ealing 013A,9.6,0.14,2.4,28.8,44.2,1.1,7,58.2,18.2,1.1,59468,2.4,2
E01001211,Ealing 013B,7.2,0.17,3.6,35.3,28.2,11.2,8.4,54.8,30.5,1,49244,3,0
E01001279,Ealing 013C,6.2,0.13,1.8,38.4,34.4,1.2,5.9,60.7,11.2,1.3,62365,2.8,0
E01001281,Ealing 013D,6.6,0.13,2.2,30.9,37.6,1.8,6,64.2,20.6,1.1,60760,3,0
E01001217,Ealing 014A,12.3,0.21,10.4,53.8,43.1,2.9,16.3,27,19.8,1.4,29473,2.2,2
E01001259,Ealing 014B,16.3,0.21,9.7,55.9,35.5,5.7,20.1,24.8,31,1.1,27797,4.1,0
E01001291,Ealing 014C,12.7,0.22,11.1,54.2,41.4,5.9,20.2,27.1,21,1.2,27704,3.3,0
E01001292,Ealing 014D,11.1,0.24,11.2,54.5,37.3,2.6,16.2,26.9,19.6,1.4,31102,3.1,0
E01001293,Ealing 014E,11.5,0.24,10.9,58.6,38.7,8.2,19.2,25.7,24.1,1.2,27483,2.9,0
E01001196,Ealing 015A,19.3,0.23,19,49.4,12.6,39.2,20.4,28.8,53,0.6,24270,3.3,0
E01001238,Ealing 015B,14.1,0.34,15.2,61.1,14.4,19.2,11.5,46.4,61.9,0.5,27579,4.6,1
E01001239,Ealing 015C,21.2,0.28,26.2,51.1,16.6,33.1,19.6,31.1,41.8,0.7,26825,3.5,0
E01001246,Ealing 015D,15.2,0.21,22.4,47.8,27.6,23,20.9,29.1,38.8,0.8,27083,4.1,0
E01001247,Ealing 015E,15.7,0.3,10.6,58.8,19.7,8.3,14.5,35.5,43.3,0.8,29974,4.2,0
E01001210,Ealing 016A,19.2,0.19,18.4,50.9,13.8,55.4,27.4,25.9,52.7,0.6,23348,3.4,0
E01001282,Ealing 016B,18.8,0.17,12.4,42.6,25.7,46.4,25.2,23,40.7,0.8,25847,3.1,0
E01001283,Ealing 016C,15.4,0.13,12.1,42.2,23.6,44.8,28,25.2,49.2,0.6,24617,3.9,0
E01001285,Ealing 016D,16.9,0.21,12.2,42.5,34.9,25.1,19.2,28.3,29.7,0.9,30397,3.2,0
E01001286,Ealing 016E,20.3,0.19,10.7,37.9,36,24.8,20.7,29.9,36.3,0.8,29839,3,0
E01001287,Ealing 016F,25.3,0.2,27,44.5,21.3,46.8,18.5,24.4,34,0.9,26673,2.4,2
E01001294,Ealing 017A,10.2,0.25,5.2,57,39,4.5,19.4,25.9,19,1.4,27090,3,0
E01001295,Ealing 017B,8.6,0.21,6.5,56.2,42,3.3,18.1,25.4,18.6,1.4,28147,3,0
E01001296,Ealing 017C,12.4,0.25,7,51.2,38.4,12.4,21.6,24.5,23.8,1.3,26410,2.9,0
E01001297,Ealing 017D,9.5,0.25,5.2,57.2,31.1,10.3,19.1,25.5,26.3,1.2,26113,3,0
E01001298,Ealing 017E,13.4,0.22,8.5,57.5,30.2,12.3,24.3,22.5,33.1,1.1,24512,3.1,0
E01001204,Ealing 018A,8.7,0.18,5.8,37.4,36.4,12.8,10,49.6,20.3,1.2,48504,3.4,0
E01001205,Ealing 018B,16.9,0.24,18.5,45.8,23.4,31.9,14.5,37,34.4,0.8,28427,3,0
E01001206,Ealing 018C,29.4,0.22,34.4,45.3,14.1,60.1,21.5,27.3,47.4,0.7,22767,2.5,2
E01001207,Ealing 018D,8.8,0.21,6.6,43.2,34.6,9.7,9.3,53.8,35.3,0.8,45009,3.7,0
E01001208,Ealing 018E,8.8,0.13,3.1,29.9,42,5.8,8.7,53.5,18.1,1.3,56280,3.1,0
E01001212,Ealing 018F,6.4,0.15,3.7,38.6,28.5,3.3,11.6,53.2,24.5,1,50728,3,0
E01001222,Ealing 019A,8.9,0.27,8.4,48.9,18.7,13,7.1,54.5,47.7,0.6,35691,5.5,1
E01001224,Ealing 019B,6.8,0.18,1.6,31.1,33.7,4.6,6.1,61.3,17.9,1.3,63907,3.1,0
E01001226,Ealing 019C,8.5,0.19,6.2,49.5,19.5,9.1,6.5,59.6,37.3,0.8,48370,4.7,1
E01001227,Ealing 019D,6.3,0.16,2.9,37.6,30.1,7,6.8,59.5,24.9,1,58756,3.2,0
E01001228,Ealing 019E,5.4,0.23,4.4,47,19.2,9,9.4,53.3,43.6,0.8,47578,6,1
E01001221,Ealing 020A,5,0.33,2.7,50.5,15.8,14.5,6.9,57.3,54.9,0.5,41317,6.3,1
E01001223,Ealing 020B,4.7,0.22,2.7,42.2,20.4,8.2,5.3,60,31.6,1,57045,4.1,0
E01001225,Ealing 020C,7.3,0.21,5.1,44,19.6,17.7,9.3,59.1,40.6,0.8,49480,6.4,1
E01001235,Ealing 020D,5.8,0.26,4.4,48,24.2,3.8,5.7,64.1,37.2,0.8,54098,6.3,1
E01001236,Ealing 020E,6.3,0.21,8.5,45.6,17.5,16.2,8.6,59.6,46.3,0.7,46625,4.5,1
E01001273,Ealing 020F,5.2,0.2,3.1,55.3,25.6,1.7,7.4,54.5,22.6,1.2,56552,3.3,0
E01001274,Ealing 020G,9.1,0.16,3.1,62.8,21.9,7.7,10.3,48.2,25.3,1,51108,3.1,0
E01001275,Ealing 020H,6.4,0.24,9,46.8,15.3,13,7.8,58.9,42.6,0.8,44651,5,1
E01001195,Ealing 021A,10.4,0.27,7.3,55.6,27.6,3.3,14.8,37.5,25.6,1.1,35079,2.9,0
E01001197,Ealing 021B,9.4,0.17,7.9,51.6,19.5,19,15.7,38.6,39.1,0.8,34569,2.7,0
E01001198,Ealing 021C,10.8,0.22,10.2,44.4,29.1,13,9.5,44.1,35.6,0.9,37399,2.9,0
E01001199,Ealing 021D,14.8,0.23,13.9,45.2,22.9,27.2,11.3,42.9,49.4,0.7,32723,3,0
E01001284,Ealing 022A,11.2,0.18,6.8,37.9,40,4.3,17.5,33.2,22.7,1.2,40019,3.1,0
E01001288,Ealing 022B,13.7,0.19,8.7,38.3,39.2,9.8,14.7,41.7,25.2,1,40809,3,0
E01001289,Ealing 022C,13.7,0.16,9.7,36,45.6,8.6,10.2,45.4,27.9,1,41737,3.1,0
E01001290,Ealing 022D,9.5,0.21,7.5,43.6,25.5,11.7,9.7,47,32.2,0.9,41025,3.1,0
E01001213,Ealing 023A,15.5,0.27,7.9,58.4,32.4,15.9,23.1,25.2,33,1,23618,3.9,0
E01001214,Ealing 023B,7.8,0.24,6.2,59.7,29.4,6.3,21.6,29.9,24.5,1.3,27931,3.3,0
E01001215,Ealing 023C,11.6,0.22,8.6,61.2,24.3,21,22.7,24.5,45.7,0.8,23910,5,1
E01001216,Ealing 023D,10.9,0.22,9,59,28.2,10.9,19,31.6,31.5,1.1,28304,3.7,0
E01001361,Ealing 023E,14.1,0.24,10.1,64.4,19.6,25.4,21.9,21.2,45.4,0.8,23238,5,1
E01001240,Ealing 024A,12.5,0.31,15.2,56.2,21.3,20.9,18,32.6,43.9,0.8,27987,5.3,1
E01001241,Ealing 024B,10.7,0.29,8.2,59.5,21.3,13.7,16.2,30.2,37.2,0.9,30063,3.7,0
E01001242,Ealing 024C,14.7,0.22,11.5,48.7,20,28.8,15.8,35.5,36.3,1,32092,2.2,2
E01001243,Ealing 024D,17.4,0.22,18.8,53.4,18.8,34.1,14.4,36.8,50.1,0.7,27804,4.3,0
E01001244,Ealing 024E,17.7,0.29,19.7,55.3,17.9,29.4,15.5,42.1,55.3,0.5,26628,3.6,0
E01001245,Ealing 024F,10.7,0.25,9.6,45.2,21.3,12.2,9.8,50.1,53,0.6,38534,3.8,0
E01001200,Ealing 025A,8.5,0.22,8.8,43.2,33.1,10.1,11.2,48,34.3,0.9,40521,2.4,2
E01001201,Ealing 025B,11.1,0.22,6.7,36.8,32.9,17.8,11.9,48.1,35,0.9,41983,2.6,2
E01001202,Ealing 025C,15.5,0.25,14.6,51.5,15.2,32.6,17.6,38.1,58.8,0.5,27046,4.1,0
