lsoa,names,lone_parent_household,young_pepople_percent,ethnic_black,birth_not_uk ,tenure_mortgage_loan,tenure_social,no_qualifications,level_4_qualifications_above,no_cars,cars_per_household,median_annual_household_income,ptal_average,cluster_id
E01001203,Ealing 025D,8.6,0.24,10.1,53.1,21.5,33.9,14.5,40.1,59.7,0.5,27754,4,0
E01001351,Ealing 025E,10.9,0.23,12.5,53,19.9,24,17.4,39.1,52.2,0.6,29816,5.2,1
E01001359,Ealing 026A,9.4,0.23,6.3,65.6,30.1,13.3,26.3,22,39,0.9,23108,2.6,2
E01001360,Ealing 026B,9.3,0.26,3.4,66,27.3,4.8,21.3,23.2,37.6,1,25156,4.4,1
E01001362,Ealing 026C,8.2,0.28,5.1,67.2,28,13.5,21.8,24.9,42.1,0.9,23346,4.2,0
E01001363,Ealing 026D,12.3,0.21,8.7,63.6,27.4,12.1,25.2,18.2,40.6,0.9,22600,2.4,2
E01001364,Ealing 026E,16.5,0.27,12.8,56.1,19.2,41.7,26.1,20.7,39.9,0.9,21384,2.1,2
E01001365,Ealing 026F,10.3,0.23,6,64.5,29,6.3,24.1,22.2,36.3,1,23892,2.1,2
E01001231,Ealing 027A,7.5,0.24,2.8,49.2,27.3,5.7,6.7,52,26.3,1.1,48309,3.7,0
E01001234,Ealing 027B,7.2,0.25,6.6,45.2,20.8,11.9,7.4,57.9,46.6,0.7,40437,4.5,1
E01001350,Ealing 027C,7.7,0.18,4.3,49.7,23,14.2,8.4,52.7,36.4,0.9,43208,4,0
E01001352,Ealing 027D,7.7,0.23,5,48.2,22.8,11.7,8.2,51.8,32.9,0.9,44416,4.9,1
E01001354,Ealing 027E,6.5,0.24,5.4,48.5,25.6,7.8,13.3,46.3,37.1,0.9,44557,5.6,1
E01001249,Ealing 028A,15.4,0.24,17.8,49.7,12.9,45.6,17,38.4,56.8,0.5,26775,5.1,1
E01001250,Ealing 028B,13,0.2,14.6,46.4,21,29,17.6,36.9,53.2,0.6,27653,4.2,0
E01001255,Ealing 028C,8.2,0.18,8.4,31.4,46.7,7.2,13,46.5,24.5,1,47749,2.6,2
E01001383,Ealing 028D,8,0.21,6.6,40.5,39.9,6.2,10.1,49.3,33.5,0.9,46751,3.1,0
E01001388,Ealing 028E,11.4,0.2,12.6,42.8,20.2,42.4,17,42.7,50.9,0.6,30530,5.4,1
E01001389,Ealing 028F,6.6,0.23,5.9,50.1,29.5,14.2,12.7,47.6,43.9,0.7,37597,4.6,1
E01001219,Ealing 029A,21.4,0.22,32.1,51.6,19.1,53.9,29.7,17.4,45.8,0.7,20521,2.7,0
E01001220,Ealing 029B,25.7,0.21,30.3,48.6,10,64.8,29.4,16.6,46.9,0.7,18907,3,0
E01001334,Ealing 029C,17.4,0.22,21.6,54.2,17,53.1,27.1,18.3,42.3,0.8,18889,2.1,2
E01001337,Ealing 029D,16.8,0.28,19.1,45.1,20.8,41.4,17.1,31.4,31,1,26623,2.8,0
E01001338,Ealing 029E,13.9,0.21,10.5,59,23.6,18.9,20.7,26.9,32.2,1.1,26037,3,0
E01001339,Ealing 029F,23.2,0.22,21,44.8,18.1,47,21.7,23.8,32.2,1.1,24139,1.8,2
E01001340,Ealing 029G,20.8,0.26,26.3,40.4,14.8,45.7,23,28.8,37,0.8,27603,1.7,2
E01001251,Ealing 030A,10.9,0.19,7.9,37.6,42,5.2,11.2,44.5,30.3,0.9,38453,4.5,1
E01001252,Ealing 030B,12.1,0.21,9.8,50.6,25,14.7,14.9,35.7,41.4,0.7,31129,4.5,1
E01001253,Ealing 030C,13.1,0.19,8.3,34.1,37.2,9.9,15.2,40.5,30.1,0.9,35294,2.7,0
E01001254,Ealing 030D,8.1,0.15,5.3,29.3,38.3,15.3,13.3,48,31.5,0.9,41932,3.2,0
E01001229,Ealing 031A,21.3,0.22,11.1,37.5,25.6,36.7,22.8,33.3,43,0.8,28770,2.8,0
E01001230,Ealing 031B,6.5,0.23,7.8,35.4,29.1,7.5,8,56.1,31.8,0.9,54732,2.7,0
E01001232,Ealing 031C,12.4,0.21,8.1,43.5,28.6,22.1,15.1,43.1,32.2,1,39618,1.5,2
E01001233,Ealing 031D,11,0.22,8.1,41.4,26,23.4,15.4,44.7,38.4,0.8,35897,3.6,0
E01001237,Ealing 031E,5.1,0.22,2.8,40.2,25.5,7.7,10.1,59.2,31.4,1,55692,2.6,2
E01001386,Ealing 031F,4.8,0.16,3.7,32.1,35.4,7.1,7.3,63.3,29.5,0.9,58973,3.2,0
E01001303,Ealing 032A,8,0.19,2.8,32.9,34,3.7,5.8,62.5,29.6,0.9,54080,3.9,0
E01001382,Ealing 032B,5.3,0.14,3.8,29.9,39.9,2.3,7.7,58.9,21.8,1.1,59693,3.1,0
E01001384,Ealing 032C,5.3,0.2,4.7,38.4,38.4,4.4,8.8,55.8,31.5,0.9,48153,3.3,0
E01001385,Ealing 032D,6.4,0.18,2.6,33.6,35.7,2.5,8.4,56.4,31,0.9,52582,3.7,0
E01001387,Ealing 032E,5.2,0.2,4,36.2,28.1,11.9,9.4,55.8,41.7,0.8,46446,4.3,0
E01001353,Ealing 033A,11.1,0.25,13.3,51.6,17.1,29.8,12.4,44.7,52.4,0.6,30015,4.5,1
E01001355,Ealing 033B,10.1,0.22,11.2,44.5,27.8,25.4,13.6,41.6,50.4,0.6,31586,4,0
E01001356,Ealing 033C,18,0.17,33.2,54.5,7,70.9,26.8,23.1,64.2,0.4,19830,4.5,1
E01001357,Ealing 033D,21.1,0.21,28,53.2,18.1,48.1,19.9,27.6,50.9,0.6,24023,4,0
E01001358,Ealing 033E,27.5,0.21,32.7,50.8,5.6,72.5,27.2,22,58.2,0.5,19552,4.1,0
E01001375,Ealing 034A,6.1,0.13,1.1,32.3,36.3,1.6,5.6,67.7,22.7,1,65609,2.3,2
E01001377,Ealing 034B,5.3,0.15,3.2,32.7,28,9.5,7.5,65,28.7,1,66558,3.4,0
E01001379,Ealing 034C,6.1,0.14,1.3,31.6,42.5,3.4,5.5,63.8,23.1,1,65074,2.6,0
E01001381,Ealing 034D,7,0.25,7.4,45.8,25.9,8.8,12.5,46.8,50.3,0.6,37276,3.4,0
E01001248,Ealing 035A,11.9,0.2,8.9,38.1,35.1,16.9,17.6,36.9,29.3,1,36618,2.8,0
E01001299,Ealing 035B,7.1,0.16,4.2,34,34.1,2,10.9,47.9,20,1.2,49240,3,0
E01001305,Ealing 035C,8,0.15,4.1,33.2,44.6,2.5,8.9,52.9,19.4,1.1,54176,2.8,0
E01001306,Ealing 035D,5,0.13,2.6,32.9,36.5,2.4,8.1,55.5,28.3,0.9,51314,3,0
E01001366,Ealing 037A,13.1,0.25,11.5,63.7,29.5,12.2,22.6,21.8,37.9,0.9,22511,2.6,0
E01001367,Ealing 037B,11.8,0.28,10.7,69.7,18.2,16.5,25.2,21,55.8,0.6,20329,3.9,0
E01001368,Ealing 037C,12.7,0.25,11.1,59.4,31.6,18,22.1,20.9,28.7,1.2,23882,2.9,0
E01001370,Ealing 037D,13.2,0.27,8.3,61.5,31.2,10.3,23.8,20,32.3,1.1,23698,2.7,0
E01001371,Ealing 037E,18,0.23,16.3,60.4,21.7,15.5,22.9,21.8,36.9,0.9,21897,2.9,0
E01001372,Ealing 037F,15.4,0.28,13.4,64.6,30.4,13.4,21.2,20.3,40,0.9,22354,2.9,0
E01001373,Ealing 037G,13.1,0.26,12.8,65,34,9.2,24.7,21.4,40.3,0.8,22119,3.2,0
E01001333,Ealing 038A,13.5,0.24,13,65.3,16.7,31.6,23.7,22,47.4,0.8,21220,3.8,0
E01001335,Ealing 038B,6.7,0.21,3.8,45,38.4,13.5,19.3,32.9,20,1.6,34394,1.4,2
E01001336,Ealing 038C,9.4,0.22,6.6,49.6,26.2,26.6,21.4,28.4,28.9,1.2,27412,2,2
E01001369,Ealing 038D,11.8,0.26,10.5,63.1,26.1,13,26.6,25.7,43.6,0.9,22185,3.2,0
E01001300,Ealing 039A,7.6,0.16,3.2,35.3,43.3,2.1,6.6,56.5,26,0.9,56031,4,0
E01001301,Ealing 039B,6.5,0.32,6.1,48.4,27.2,16.3,10.5,56.7,43.4,0.7,40849,3.2,0
E01001302,Ealing 039C,8.6,0.18,5.8,37.3,38.8,5.2,9.5,52,30.5,0.9,47629,3.7,0
E01001304,Ealing 039D,6,0.19,5.2,35.2,36.3,17.4,9,54.6,36.6,0.8,46742,3.3,0
E01001374,Ealing 040A,8.9,0.16,9.5,37.3,34.8,11.1,10.3,55.9,33.9,0.8,46161,3,0
E01001376,Ealing 040B,11.4,0.21,11.1,41.7,26.1,20.6,13.2,47.5,44.1,0.7,36937,2.8,0
E01001380,Ealing 040C,4.6,0.21,4.5,31.8,31.1,10.2,8.5,55.7,34.4,0.8,51794,3.5,0
E01032572,Ealing 040D,5.7,0.21,5.2,37.7,27.4,12.7,8.8,60.8,39.7,0.8,50600,3.7,0
E01001444,Enfield 001A,19,0.21,21.4,28.9,41.4,7.1,28.2,21.8,21.6,1.2,26270,2.3,0
E01001446,Enfield 001B,16.9,0.18,21.1,30.2,35.6,12.2,29,20.2,31,1,24588,2.8,0
E01001546,Enfield 001C,22.8,0.23,19.7,26.4,35.5,16.6,27.2,18.1,25.5,1.2,25282,2.4,2
E01001552,Enfield 001D,15.8,0.19,18.5,28.2,39.3,9.7,26.4,19.4,25.3,1.2,27946,3,0
E01001442,Enfield 002A,32.7,0.21,24.8,33,18.2,41.8,33.3,15.4,48.6,0.7,19656,3,0
E01001545,Enfield 002B,27.8,0.21,22.4,27.5,21.4,49.8,33.7,14.7,37,0.9,21075,2.2,2
E01001547,Enfield 002C,17.6,0.2,21.2,34.5,33.8,12.3,27.4,19.9,30.7,1.1,24964,2.9,0
E01001548,Enfield 002D,23.4,0.2,23.4,35.2,30.8,23.8,31,19.9,32,1,24120,2.9,0
E01001551,Enfield 002E,22.1,0.2,18.1,27.5,24.2,40.2,36.8,16.6,33,1,22624,2,2
E01001445,Enfield 003B,20.4,0.21,25.4,35.3,36.9,13.4,21.3,26.9,34.1,0.9,25885,2.5,2
E01001447,Enfield 003C,21.7,0.2,22.4,35.4,20.8,35.6,32.2,20.1,40.1,0.8,21943,2.8,0
E01001448,Enfield 003D,22.9,0.22,30.6,35.7,35.1,20.2,26.5,23.1,36.6,0.9,23917,2.9,0
E01001449,Enfield 003E,23.3,0.19,25.7,29.2,36,20.3,30,20.5,30.4,1,24773,2.9,0
E01033148,Enfield 003F,29.5,0.21,34.4,37,34.2,38.3,23.6,26.5,28.1,1,25734,1.9,2
E01033150,Enfield 003G,26.6,0.22,30.7,38.6,36.3,19.4,14.6,36.5,37,0.8,27016,2.1,2
E01001408,Enfield 004A,13.3,0.14,6.1,16.2,49.2,8.8,17.6,35.9,25.2,1.1,38886,2.9,0
E01001411,Enfield 004B,13.3,0.14,3.8,15.8,42.7,11.6,15.5,38.7,28.1,1,38125,2.6,2
E01001412,Enfield 004C,14.3,0.18,8.3,20.5,30.3,19.4,26.5,22,17.3,1.5,32055,0.9,2
E01001413,Enfield 004D,7.5,0.13,2.5,10,40.7,6.9,17.8,33.1,11.3,1.5,46758,1.6,2
E01001414,Enfield 004E,20.4,0.19,10.5,26.9,18.3,52.8,30.7,21.8,44.4,0.7,22623,3,0
E01001407,Enfield 005A,15.2,0.17,8.4,20.2,44.7,11.4,20.3,27,20.9,1.3,33739,1.9,2
E01001409,Enfield 005B,17.7,0.22,16.3,29.1,34.7,16.9,22.7,24.8,31,1,25070,1.8,2
E01001410,Enfield 005C,24.6,0.21,18.3,28.9,24.8,40.7,29,20.8,41.9,0.8,21758,1.1,2
E01001516,Enfield 005D,20.7,0.2,18.2,29.8,31.6,26.9,28.1,18.6,29.9,1.1,25934,1.9,2
E01001537,Enfield 005E,14.1,0.16,8.9,17.3,41.3,3.7,16.3,30.3,22.7,1.1,36231,1.8,2
E01001439,Enfield 006A,27.1,0.21,22.3,38.4,22.4,27.5,32.8,16.4,46.1,0.7,21056,3,0
E01001441,Enfield 006B,19.6,0.22,25.4,34.3,27.9,35,31.3,17.8,40.8,0.8,21589,2.8,0
E01001517,Enfield 006C,24.1,0.22,24.6,38.4,20,54,38.1,15.3,49.3,0.7,18525,2.8,0
E01001549,Enfield 006D,27.4,0.21,25.2,39,22.7,28.4,30.9,17.1,48,0.7,19416,2.6,0
E01001550,Enfield 006E,23.2,0.19,15.8,28.6,36,28.9,28.6,17.2,26.5,1.1,24875,1.8,2
E01001433,Enfield 007A,29.6,0.23,18.6,25.4,29.6,39.9,31.2,15.2,30.1,1,22480,2.2,2
E01001434,Enfield 007B,16.7,0.21,16.3,32.6,43.4,9.6,26.6,18.4,24.7,1.2,25498,1.8,2
E01001435,Enfield 007C,19.2,0.21,21.2,33.3,44.8,7.2,28.6,19.6,20.7,1.3,26282,2.2,2
E01001436,Enfield 007D,18.7,0.21,20.9,33.2,38.7,7.5,29.1,21.4,24.8,1.1,26219,2.6,0
E01001438,Enfield 007E,24.7,0.24,25.4,36,33.4,22.3,25.5,20.4,28.1,1,24310,2.7,0
E01001469,Enfield 008A,13.3,0.17,7.1,19.3,36.8,17.5,21.6,31.3,21.5,1.2,35747,3.1,0
E01001536,Enfield 008B,10.8,0.17,4.3,16.1,34.4,8.5,17.3,41.1,28.6,1,42590,4.2,0
E01001540,Enfield 008C,11.5,0.18,5.8,19.3,38.7,2.9,15.2,39.8,25.2,1,37697,3.4,0
E01001541,Enfield 008D,8.8,0.14,3.7,14.2,46.8,4.6,15.6,40.9,22.6,1.1,45162,2.8,0
E01001542,Enfield 008E,13.4,0.18,9.4,21.3,33.6,20.4,20.8,30,34.7,0.9,29130,2.5,2
E01001538,Enfield 009A,11.8,0.16,5.8,12.8,46.4,4,16.3,26.7,10,1.5,41620,1.4,2
E01001539,Enfield 009B,10.5,0.17,5.5,17,39.7,5.5,17.7,29.5,18.9,1.3,39600,2,2
E01001543,Enfield 009C,10.1,0.17,6.7,17.3,46.8,2.5,18.5,25.9,15.8,1.3,41601,1.4,2
E01001544,Enfield 009D,6.7,0.15,4.2,18.5,37.9,2,19,32.4,18.7,1.3,43139,3.6,0
E01001457,Enfield 010A,6.5,0.16,4,21.3,32.3,1.9,15.6,42,24.4,1,44314,3.8,0
E01001468,Enfield 010B,8.4,0.15,8.9,24.5,31.1,14.3,24.8,34.4,21,1.2,45056,2.8,0
E01001471,Enfield 010C,6.7,0.16,4.9,21.8,35.1,2.3,18.3,36.2,24.8,1.1,39860,2.2,2
E01001472,Enfield 010D,8.7,0.2,4.2,18,35.3,6.2,16.6,36.9,25.3,1,38917,3.6,0
E01001474,Enfield 010E,7,0.17,3.6,17.9,35.8,2,13.6,42,19.6,1.3,50376,3.2,0
E01001415,Enfield 011A,8.7,0.22,4.7,32.5,23.6,15.7,23.2,30.4,32.6,1.1,35648,3.7,0
E01001417,Enfield 011B,5,0.26,4.7,25,40.6,2.8,13.6,35.5,6.3,1.9,64933,1.3,2
E01001418,Enfield 011C,10.7,0.18,5.8,33.8,27.9,17.4,22,35.7,30.3,1.1,36427,3.4,0
E01001422,Enfield 011D,6.4,0.16,4,21.9,41.5,0.4,13.1,45,2.7,2.2,72271,1.4,2
E01001440,Enfield 012A,17.9,0.2,20.7,38.1,35.3,19.6,33,17.2,31.8,1,24534,3.2,0
E01001504,Enfield 012B,17.3,0.22,21.9,37.5,37,10.5,28.7,17.2,30,1,25245,3.1,0
E01001505,Enfield 012C,20.6,0.24,22.1,41.7,34.4,20.6,24.8,21.3,33.9,1,23920,4,0
E01001507,Enfield 012D,18,0.24,30.9,49.3,20.6,24.7,27.5,22.4,49.2,0.7,21496,4.1,0
E01001508,Enfield 012E,20.3,0.26,29.2,47.2,24.5,17.4,25.4,28.1,40.4,0.8,22876,3.5,0
E01001513,Enfield 012F,19.4,0.2,14.2,29.4,32.7,32.7,27.6,20.8,34.8,0.9,24459,3.1,0
E01001416,Enfield 013A,7,0.18,3.2,26.9,43.6,2.7,14.7,40,10.9,1.7,53121,2.6,0
E01001470,Enfield 013B,9.5,0.17,2.4,17.9,36,4.5,17.7,31.4,15.6,1.4,44672,2.6,0
E01001473,Enfield 013C,15.7,0.18,6.8,22.3,35.1,18.3,21.2,27.8,16.3,1.4,35519,1.8,2
E01001475,Enfield 013D,6.8,0.14,2.1,26,40.6,1.6,18,38.8,11,1.5,48733,2.3,2
E01001437,Enfield 014A,23.2,0.23,24.6,36.5,20.5,38.1,31.3,20.3,43.2,0.8,21814,2.2,2
E01001506,Enfield 014B,24.6,0.22,31.9,43.8,28.1,26.2,28.3,21.4,42.5,0.8,21930,3,0
E01001509,Enfield 014C,23,0.24,27,47.4,28.6,17.4,26,20.3,42.9,0.7,22238,3.1,0
E01001510,Enfield 014D,30.5,0.22,28.4,41.6,5.4,78.5,33.4,16.3,57.9,0.5,17485,3,0
E01001405,Enfield 015A,7.9,0.16,5.5,21.5,27.4,6.8,23,35.6,28.9,1,39128,3,0
E01001406,Enfield 015B,16.3,0.18,13.2,25.4,36,14.4,19.9,31.8,31.7,1,31457,3,0
E01001450,Enfield 015C,12.7,0.23,9.6,28.5,25.1,8.4,18.5,34.3,37.9,0.9,32216,4.2,0
E01001512,Enfield 015D,13.8,0.18,8.5,24.2,42.6,8.6,19.6,32.7,36.7,0.8,32194,3.8,0
E01001515,Enfield 015E,23.2,0.22,25.3,37.5,21.3,43.7,25.4,24.1,42.9,0.7,22114,3.1,0
E01001401,Enfield 016A,9.6,0.16,8.3,22.2,48.3,4,20.4,29.4,19,1.3,37151,3,0
E01001478,Enfield 016B,20,0.21,18.2,28.7,37.9,15.6,26.2,21.2,22.8,1.2,27174,2.4,2
E01001484,Enfield 016C,17.4,0.18,16.1,34.2,39.1,3.1,28.3,22.8,25.4,1.2,26873,2.4,2
E01001511,Enfield 016D,16,0.15,10.7,29.7,47.2,3.9,21.6,28,26.1,1.1,31541,3.4,0
E01001514,Enfield 016E,20.6,0.22,14.2,25.3,40.6,17.5,20.3,30.2,27.7,1,31087,2.6,2
E01001518,Enfield 016F,14.6,0.21,11.5,25.9,40.6,3.9,16.7,33,27.2,1.1,35474,4,0
E01001451,Enfield 017A,7.9,0.14,5.1,18.7,36,2.9,18.2,34.9,19.1,1.3,44665,3.2,0
E01001452,Enfield 017B,8.6,0.17,3.7,22.1,45.7,2.7,15.2,40.2,9.8,1.7,55046,2.3,2
E01001453,Enfield 017C,7.3,0.15,4.2,20.2,35.4,4.2,15,40.6,13.9,1.5,49982,2.4,2
E01001454,Enfield 017D,8.3,0.15,3.3,20,35,0.9,14.6,42.8,15.5,1.4,51614,3,0
E01001476,Enfield 018A,17.9,0.19,25.3,46.2,34.6,11.6,28.4,21.6,33.1,1,25617,3,0
E01001477,Enfield 018B,19.4,0.18,28,38.7,30.5,29.5,32.1,19.8,32.9,1,23225,2,2
E01001481,Enfield 018C,14.9,0.21,29.6,42.2,38.8,8.5,28.9,19.2,28.4,1.1,24933,2.1,2
E01001502,Enfield 018D,19.2,0.29,27,43.5,30.9,20.7,24.4,18.7,35.4,0.9,23502,3.1,0
E01001503,Enfield 018E,19,0.19,22,37.9,35.6,15,25.8,20.7,31.7,1,24959,2.9,0
E01001520,Enfield 019A,13.5,0.19,5.5,35.7,30.6,17.1,17,39.5,28.7,1.1,38453,3.9,0
E01001522,Enfield 019B,18.6,0.16,7.3,29,36,11.5,17.2,42.9,21.8,1,39955,1.8,2
E01001523,Enfield 019C,9.3,0.16,3.7,25.7,35.8,2,18,38.7,21.7,1.2,44043,2.1,2
E01001524,Enfield 019D,14.3,0.21,11.4,33.8,30.6,16.1,17.7,34.2,20.3,1.3,36132,3,0
E01001526,Enfield 019E,8.6,0.15,4,27.6,36.6,1.4,14.9,38.7,17.4,1.3,44804,1.7,2
E01001419,Enfield 020A,9.7,0.26,4.3,34.7,27.6,6.9,16.6,37.1,27,1.1,37828,4,0
E01001420,Enfield 020B,17,0.21,6.4,31.6,27.9,23.6,23.7,26.3,25.1,1.1,28741,2,2
E01001421,Enfield 020C,16.7,0.21,7.1,38.1,22.1,24.4,27,28.9,37,0.9,26524,2.5,2
E01001519,Enfield 020D,9.5,0.28,6.9,43.8,20,4.3,12.8,46.1,41.5,0.7,36236,4.7,1
E01001525,Enfield 020E,14,0.2,6,34.1,30.6,4.8,19.1,38.7,23.7,1,38186,3,0
E01001398,Enfield 021A,10.4,0.17,7.6,17.8,52.1,1.6,16,35.9,12.2,1.5,47121,3,0
E01001399,Enfield 021B,8.6,0.19,9.2,24.7,48.1,1.6,18.1,30.9,12.6,1.5,42881,3,0
E01001400,Enfield 021C,10.2,0.17,7.3,20.8,32.7,1.2,23,32.2,18.7,1.4,43062,3,0
E01001402,Enfield 021D,10.1,0.18,4.8,30,40.8,1.6,15.7,39,17.9,1.4,45536,2.8,0
E01001403,Enfield 021E,9.8,0.17,11.9,31.1,37,3.8,24,28.4,22.7,1.2,34581,2.7,0
E01001455,Enfield 021F,11,0.19,8.4,25,46.1,2.8,17.6,33.9,13.9,1.5,42268,2.6,0
E01001456,Enfield 022A,5,0.14,3.6,20.3,45.5,0.4,12.8,45.7,8.7,1.6,56910,3,0
E01001564,Enfield 022B,7.6,0.15,3.8,23.7,43.8,3.7,13.4,48.4,18.3,1.2,50278,3.1,0
E01001567,Enfield 022C,6,0.14,3.5,19.5,39.6,3.2,13.5,45.5,11.7,1.4,53135,3,0
E01001568,Enfield 022D,8.7,0.18,4.5,29.4,41.1,2.4,16.7,38.6,5.9,1.8,54108,2.3,2
E01001569,Enfield 022E,9.1,0.18,5.7,25,29.7,8,14.6,46,29.2,1,45050,3.4,0
E01001479,Enfield 023A,18.9,0.2,31.1,45.7,31.6,13.3,29.3,21.4,41.6,0.8,24063,3.2,0
E01001482,Enfield 023B,19.1,0.21,33.8,44.4,25.9,23.6,28.5,19.5,40.7,0.8,22424,2.7,0
E01001487,Enfield 023C,21,0.19,34.6,47,26.1,20.1,27.9,20,47.9,0.7,22132,3.7,0
E01001489,Enfield 023D,22.1,0.2,30.2,45.6,32.7,13.7,30.7,19.8,36.6,0.8,23867,3,0
E01001491,Enfield 023E,26.6,0.23,36.7,47.7,25.1,21.1,26.7,20.9,48.5,0.7,23006,4.1,0
E01001459,Enfield 024A,16.9,0.2,24.6,43.9,37.1,6.1,24.3,24.1,27.5,1.1,25886,2.5,2
E01001460,Enfield 024B,21.4,0.22,35.4,52.8,22.7,12.6,27.8,21.4,53.8,0.6,22272,4.7,1
E01001462,Enfield 024C,22.4,0.25,33.1,43.2,28.1,20,23.3,23.5,45,0.8,23964,2.4,2
E01001480,Enfield 024D,15.5,0.2,20.5,38.9,35.5,10.2,26,23.2,30.4,1,25833,2.4,2
E01001488,Enfield 024E,22.2,0.21,35,47.8,34.8,12.2,22.8,21.9,39.5,0.8,25339,3,0
E01001483,Enfield 025A,17.6,0.23,30.9,47.7,21.2,20.2,28,19.4,54,0.6,19723,2,2
E01001485,Enfield 025B,24.8,0.18,31.6,49.5,24.2,27,29.2,20.2,50.1,0.6,22107,4.6,1
E01001486,Enfield 025C,22.5,0.21,34,44.6,20.2,44.4,31.7,17.9,53.8,0.6,20843,2.3,2
E01001492,Enfield 025E,25.7,0.22,30.7,45.7,34,15.3,28,21.7,39.4,0.9,23981,3.2,0
E01033146,Enfield 025F,26.6,0.2,33.1,40.9,20.7,43.3,29.7,18.8,43.8,0.7,21648,2.4,2
E01033151,Enfield 025G,30.3,0.22,35.9,44.7,14.4,53.2,30.4,18.3,48.8,0.7,19020,2.6,0
E01001404,Enfield 026A,16,0.18,13.8,36.3,37.3,9.3,23.2,27.8,22.5,1.2,33743,1.1,2
E01001493,Enfield 026B,14,0.19,11.7,35.2,26.7,31.3,24.5,28.3,38.5,0.9,27418,2.1,2
E01001494,Enfield 026C,10.2,0.18,12,42.4,41.4,1.6,25.6,26.8,15.1,1.4,32992,1.6,2
E01001496,Enfield 026D,11.3,0.2,10.1,41.4,40,2,21.3,31.4,18.8,1.3,37957,1.8,2
E01001570,Enfield 026E,15.3,0.18,10.4,29.3,36.2,13.6,19.6,32.6,29.6,1,35740,2.4,2
E01001423,Enfield 027A,17.1,0.21,25.5,44.2,30.3,28.1,31.9,20.2,41.4,0.8,24554,3.8,0
E01001425,Enfield 027B,26.2,0.23,35,47.9,17.2,36.9,27.6,19.4,59.2,0.5,19380,5.2,1
E01001428,Enfield 027C,22.7,0.22,25.6,40.1,27.8,37.8,32.7,18.6,44.5,0.8,22443,2.9,0
E01001461,Enfield 027D,23.6,0.21,31.7,42.9,19,33,29.7,20.4,54.5,0.6,20723,2.6,0
E01001464,Enfield 027E,21.3,0.23,21.4,34.1,32.9,35.3,35.4,16.7,37.4,0.9,22841,2.3,2
E01001521,Enfield 028A,8.3,0.19,2.8,31.4,30.7,5.4,13.4,47.4,22.6,1.2,48114,4.1,0
E01001531,Enfield 028B,7.7,0.17,2.9,25.2,41.9,0.2,12.6,50,13.2,1.4,54969,2.4,2
E01001532,Enfield 028C,7.4,0.18,4.3,24.6,41.5,1.6,8.4,52.7,16,1.3,54627,3,0
E01001533,Enfield 028D,6.8,0.16,3.3,30.9,40.8,1.1,15.6,43.6,9.6,1.7,54156,2.6,0
E01001535,Enfield 028E,9.3,0.18,4.8,38.9,33.5,5,19.5,37.1,12.9,1.5,45305,3.9,0
E01001495,Enfield 029A,8.3,0.22,6.9,40.9,35,2.3,14.8,45.7,30.4,0.9,38827,3.2,0
E01001498,Enfield 029B,11.9,0.26,7.7,41.5,31,3.6,16.7,40.2,37.4,0.8,35649,3.6,0
E01001563,Enfield 029C,7.9,0.22,7.4,30.1,36.9,2.4,13.8,40.9,30.5,1,38808,3,0
E01001565,Enfield 029D,10.7,0.16,6.8,32.9,36.7,13.4,17.5,43.3,31.3,1,39641,2.6,0
E01001566,Enfield 029E,6.5,0.17,4.1,26.3,42.2,1.8,14.2,48.1,21.1,1.2,49656,3.7,0
E01001424,Enfield 030A,28,0.23,36.9,42.5,13.5,48.4,23.2,24.8,54.6,0.6,21662,4.6,1
E01001426,Enfield 030B,23.7,0.24,32.5,45.3,25.6,34.9,30.8,18.6,44.7,0.8,21621,3.1,2
E01001427,Enfield 030C,27.1,0.22,40.3,51.7,13.9,53,33.2,18.3,51.1,0.6,18596,2.7,0
E01001429,Enfield 030D,20.3,0.21,38.8,47.6,5.6,70.6,34.6,20,68.6,0.4,19032,5.1,1
E01001430,Enfield 030E,31.4,0.2,40.9,48.8,18.1,54.7,33,15.1,59.3,0.5,17845,5,1
E01001463,Enfield 031A,18.9,0.22,19.3,45.2,35.9,13.1,29.3,20.6,25,1.2,26362,2.5,2
E01001465,Enfield 031B,17.8,0.2,18.7,50,39.5,6.3,25.5,22.7,26.9,1.1,26550,2.3,2
E01001466,Enfield 031C,23.2,0.19,25.2,48.1,33.7,9.8,26,21.5,38.7,0.8,23321,3.4,0
E01001467,Enfield 031D,22.9,0.22,27.6,44.8,35.8,9.8,21.9,23.7,33.8,1,24947,3.2,0
E01001497,Enfield 031E,15.4,0.2,14.3,44.5,39.2,7.3,27.3,26.3,23.4,1.2,28042,1.3,2
E01001499,Enfield 031F,11.7,0.22,11.9,44.2,36,5.3,24,27.4,23.4,1.2,30417,2.1,2
E01001392,Enfield 032A,9.9,0.22,7.2,41.7,35,3.9,14.4,43.5,28,1,41577,4.7,1
E01001528,Enfield 032B,27.5,0.25,18.8,42.2,18.3,49.4,22,24.2,48.5,0.7,22391,4.9,1
E01001529,Enfield 032C,18.7,0.25,13.2,45.8,17.5,29.1,20.7,29.2,51.2,0.6,24467,5.9,1
E01001530,Enfield 032D,11.8,0.22,5.9,44.3,30.6,9.2,16.6,40.4,29.6,0.9,35483,4.7,1
E01001534,Enfield 032E,8.3,0.19,7.4,43,31.1,3.2,16.5,39.8,24.3,1.2,41328,4.5,1
