lsoa,names,ethnic_asian,ethnic_black,tenure_mortgage_loan,tenure_private,no_qualifications,bad_health,cars_per_household,median_annual_household_income,ptal_average,cluster_id
E01000306,Barnet 036C,49.4,6.9,27.1,31.7,21.4,4.7,0.9,28052.00 ,3.4,0
E01000308,Barnet 036D,21.7,18.5,11.8,10.6,26.2,8.7,0.6,19228.00 ,3.3,0
E01000312,Barnet 036E,32.3,11.4,29.2,32.5,19.2,6.2,0.8,24526.00 ,2.7,0
E01000313,Barnet 036F,39.1,8.5,23.2,43.9,18.5,4.6,0.8,26249.00 ,4,0
E01000145,Barnet 037A,16.7,4.4,29.1,34.7,14,2.9,1.1,41150.00 ,3.7,0
E01000215,Barnet 037B,12.2,4.2,20.1,36.6,13.5,4,1,39634.00 ,3.7,0
E01000218,Barnet 037C,10.5,4.2,17.1,48,13.6,3,0.9,39956.00 ,4,0
E01000219,Barnet 037D,17.6,3,20.1,51.5,15.2,3.2,0.9,32767.00 ,4.4,0
E01000220,Barnet 037E,12.9,2.7,16,49.2,14.8,6.7,0.8,32570.00 ,3.9,0
E01000225,Barnet 037F,8,2,31.6,22.9,17.2,3.4,1.3,46584.00 ,2.3,2
E01000135,Barnet 038A,19.7,4,26.4,29.8,13.5,5.3,1.2,45112.00 ,4.2,0
E01000136,Barnet 038B,11.7,2.1,19.9,27.4,12.1,3.9,1.3,69537.00 ,4.4,1
E01000144,Barnet 038C,25.2,3.2,15.3,57.5,6.9,3.8,0.8,42189.00 ,6.1,1
E01000146,Barnet 038D,19.6,4.8,12,55,8.4,3.5,0.7,33821.00 ,6.7,1
E01000214,Barnet 038E,15.9,2,25.1,41.7,5.8,1.7,0.9,51210.00 ,4.4,0
E01000141,Barnet 039A,17.8,14.2,18.3,51.5,14.6,4.4,0.5,25483.00 ,5.6,1
E01000221,Barnet 039B,19.7,21.9,10.3,15.1,22.6,7.9,0.6,21702.00 ,3.7,0
E01000223,Barnet 039C,17.2,14.7,27,19.9,26.2,6.4,0.8,24199.00 ,2.9,0
E01000307,Barnet 039D,34.6,12.3,29.8,21.9,24.6,5.4,0.9,26362.00 ,1.9,2
E01000138,Barnet 040A,18,6.8,23.3,31.4,16,4.7,1,29749.00 ,3.2,0
E01000142,Barnet 040B,16.7,12,25.5,49.6,13.8,6.1,0.8,29464.00 ,4.1,0
E01000222,Barnet 040C,20.9,12.3,25.7,28.9,20.1,4.4,1,25796.00 ,2.9,0
E01000224,Barnet 040D,22.3,12.6,29.6,30.3,18.7,3.9,1.1,29084.00 ,3.1,0
E01000137,Barnet 041A,13.6,15.2,18.4,20.9,21.5,8.6,0.6,25175.00 ,3.6,0
E01000139,Barnet 041B,13.6,5.5,24.8,29.8,10.8,3.6,1.1,39427.00 ,3.9,0
E01000140,Barnet 041C,16.2,6.5,19.3,45.7,12,5,0.7,31060.00 ,4.1,0
E01000143,Barnet 041D,15.5,14.1,14.9,23,22.4,7.7,0.6,23181.00 ,4.5,0
E01000466,Bexley 001A,9.8,38,24.9,12.1,23.5,4.9,0.8,24466.00 ,2.5,2
E01000467,Bexley 001B,6.7,37.7,43.1,23.5,18.5,3.7,0.9,27026.00 ,3,0
E01000468,Bexley 001C,5.1,52.1,47.4,32.9,12,2.7,1,29429.00 ,1.8,2
E01000469,Bexley 001D,7.4,41.8,42,25,19.1,4.8,0.9,28431.00 ,3.3,0
E01000416,Bexley 002A,14.6,32.1,35.6,19.1,24.2,4.8,0.9,27144.00 ,3.9,0
E01000418,Bexley 002B,14.2,21.9,37.9,17.9,21.4,5.4,1,27896.00 ,3.3,0
E01000422,Bexley 002C,12.5,37.1,10.1,6.6,26.6,6.4,0.6,20942.00 ,3.3,0
E01000464,Bexley 002D,8.6,35.6,24.4,12.5,25.3,6.3,0.8,22245.00 ,2.2,2
E01000465,Bexley 002E,4.7,32.4,16.7,9.6,27.2,7.3,0.7,22680.00 ,2.5,2
E01000470,Bexley 002F,7.8,34.1,10.8,11.4,25.2,5.3,0.6,21068.00 ,3.1,0
E01000333,Bexley 003A,4,8.6,34.7,19.8,29.2,7.3,0.9,26813.00 ,2.2,2
E01000335,Bexley 003B,9.1,23.6,34.5,21.3,25.7,5.7,1,25593.00 ,3.6,0
E01000336,Bexley 003C,13.9,23.3,28.9,20.8,26.6,6.4,0.7,24036.00 ,3.2,0
E01000337,Bexley 003D,7,12.7,46.3,17.9,18.7,3.1,1.1,29334.00 ,2.4,2
E01000338,Bexley 003E,10.6,12.5,44.9,25.5,17.6,4.3,1.1,29320.00 ,2.8,0
E01000403,Bexley 004A,5.7,15.6,19.2,11.3,28.8,6.7,0.8,26473.00 ,3.8,0
E01000404,Bexley 004B,6,28.2,24.9,38.4,18.3,3.9,0.7,25937.00 ,2.8,2
E01000405,Bexley 004C,6.1,21.5,48.3,19.9,19.8,4.3,1.1,28169.00 ,1.9,2
E01000408,Bexley 004D,18.6,17.9,48.8,20.4,21.9,4.8,1,27092.00 ,2.5,2
E01000332,Bexley 005A,10.7,9.4,37,11.6,24.7,6,1.2,30347.00 ,2.8,0
E01000402,Bexley 005B,8.1,10,34.8,18,24.3,5.9,1,28926.00 ,2.1,2
E01000406,Bexley 005C,10.1,21.1,48.8,21.5,20.2,4.1,1.2,28399.00 ,1.8,2
E01000407,Bexley 005D,11.1,7.4,31.1,9.8,30.7,7.6,1.2,30328.00 ,2.4,2
E01000334,Bexley 006A,9.3,8.9,41.9,11.6,23.6,4.2,1.2,32908.00 ,2.1,2
E01000417,Bexley 006B,7.7,10.8,30.7,12.8,22.2,6.3,1.1,30636.00 ,2.5,2
E01000419,Bexley 006C,8.9,4,42.6,4.7,24.5,4.6,1.3,35394.00 ,2,2
E01000420,Bexley 006D,7.7,4.1,43.2,7.9,23.9,4.3,1.4,36167.00 ,2.2,2
E01000442,Bexley 006E,7.3,5,41.4,6.4,25.8,5.5,1.3,31903.00 ,2.5,2
E01000437,Bexley 007A,7.3,3.9,47.2,5.8,22.8,4.6,1.3,32971.00 ,1.7,2
E01000438,Bexley 007B,6.3,6.1,51.1,12,21.7,4,1.2,30185.00 ,2,2
E01000439,Bexley 007C,5.6,7.2,44.2,17.1,24.9,4.1,1.2,27291.00 ,2.5,2
E01000440,Bexley 007D,10,3.2,43.1,3.3,22.3,3.7,1.5,36878.00 ,1.6,2
E01000441,Bexley 007E,5.7,6.2,36.2,11.2,26.4,5.6,1,27243.00 ,2,2
E01000373,Bexley 008A,3.8,24.5,10.6,5.8,25,4.5,0.5,20793.00 ,2,2
E01000429,Bexley 008B,3.7,23.1,29.8,33.5,26.3,4.4,0.7,23030.00 ,1.4,2
E01000430,Bexley 008C,3.8,28.5,49.4,13.3,22.9,4.3,1.1,28805.00 ,1.8,2
E01000431,Bexley 008D,4.2,22,23.8,11,29.5,5.7,0.7,22655.00 ,2.1,2
E01000432,Bexley 008E,4.2,15.7,35.9,10.3,31.1,6.6,1,25732.00 ,3.4,0
E01000433,Bexley 008F,3.3,19.1,29.4,11.2,32.5,5.9,0.8,23290.00 ,3.2,0
E01000434,Bexley 008G,3,11.7,21.3,7.2,30.9,7.1,0.8,22769.00 ,3.7,0
E01000356,Bexley 009A,11.4,3.1,35.2,9.4,27.5,6.4,1.3,37671.00 ,3.9,0
E01000357,Bexley 009B,10,3,51,4.7,17.6,2.4,1.5,44419.00 ,2.7,2
E01000359,Bexley 009C,8.3,4.3,46.3,5.5,19.2,2.7,1.4,44530.00 ,2.1,2
E01000421,Bexley 009D,8.3,1.8,39,2.7,24.9,6.5,1.3,36415.00 ,2,2
E01000450,Bexley 009E,6.9,8.1,42.6,6.7,23.5,5.3,1.3,30232.00 ,2,2
E01000451,Bexley 009F,7.9,7.1,57.8,5.5,21,3.4,1.4,35591.00 ,2.3,2
E01000452,Bexley 009G,9.7,4.1,59.4,4.4,17.9,2.6,1.5,37629.00 ,1.6,2
E01000367,Bexley 010A,5.2,11.4,30.9,7.1,30.1,7.7,1,24815.00 ,1.9,2
E01000368,Bexley 010B,4.2,10,34,6.6,30.5,6.4,1,26041.00 ,1.7,2
E01000372,Bexley 010C,8.6,11.6,35.4,5.9,28.4,8.8,1.1,26474.00 ,2,2
E01000380,Bexley 010D,2.2,5.6,28.1,10.6,33.5,6.1,0.9,26185.00 ,2.2,2
E01000435,Bexley 010E,3,15,33,11.2,28.7,6.8,0.9,25604.00 ,2.7,2
E01000353,Bexley 011A,5,2.4,40.8,1.8,22.3,4.4,1.4,41962.00 ,2.1,2
E01000354,Bexley 011B,8.5,3.9,40.1,6.4,23.2,5,1.1,30548.00 ,2.9,0
E01000355,Bexley 011C,4.4,3.6,41.8,3.4,28.6,5.8,1.3,36429.00 ,1.7,2
E01000358,Bexley 011D,7.1,2.4,40.8,8.6,21,4,1.3,38160.00 ,3.2,0
E01000436,Bexley 011E,8,2.4,46,6.7,19.5,4.2,1.5,42048.00 ,2.6,2
E01000401,Bexley 013A,8.6,6.9,37.4,14.3,34,7.8,1,27926.00 ,3.1,0
E01000453,Bexley 013B,7.2,4.7,53.8,6.8,20.6,2.6,1.5,36287.00 ,1.7,2
E01000454,Bexley 013C,10.4,3.3,45.4,6.5,28.8,6.2,1.1,28963.00 ,2.8,0
E01000455,Bexley 013D,13.1,4.3,47.9,7.6,21,4.4,1.3,36865.00 ,2.7,0
E01000456,Bexley 013E,8.8,4,51.7,4.5,18.7,3.8,1.4,35759.00 ,1.9,2
E01000325,Bexley 014A,2.9,1.8,46.5,5.7,15.4,2.9,1.6,43468.00 ,3.2,0
E01000326,Bexley 014B,2.5,5.6,58.3,10.8,18.5,3.1,1.3,34670.00 ,2.1,2
E01000369,Bexley 014C,2.7,4.9,47.3,7.8,19.8,5.1,1.3,31071.00 ,1.9,2
E01000370,Bexley 014D,3.7,3.6,40.5,7.9,23.1,5.1,1.3,36651.00 ,3.4,0
E01000371,Bexley 014E,2.6,5,52.1,7.7,19.6,4.1,1.3,34867.00 ,1.4,2
E01000360,Bexley 015A,8.8,2.5,41.2,29.3,20.8,5,1.1,34874.00 ,4.4,1
E01000362,Bexley 015B,5.3,2.7,37.7,6.7,21.8,3.8,1.2,38192.00 ,3.6,0
E01000365,Bexley 015C,6.7,3.5,37.1,17.4,23.8,5.5,1,33462.00 ,3.5,2
E01000366,Bexley 015D,10.4,1.9,47.5,13.1,18.5,3.8,1.1,39127.00 ,4.7,1
E01000394,Bexley 015E,6.6,2.9,38.1,13.1,20.6,5.3,1.1,38656.00 ,4.4,1
E01000388,Bexley 016A,12,3.8,40.4,4.8,27.4,5,1.3,36079.00 ,2.8,0
E01000392,Bexley 016B,10.3,8.7,30.6,23.2,22.8,5,0.9,26624.00 ,3.6,0
E01000409,Bexley 016C,4.9,1.3,51.9,4.6,24.9,2.6,1.3,35946.00 ,2.2,2
E01000411,Bexley 016D,5.9,5.6,53,6.4,25.2,3.2,1.3,33771.00 ,2,2
E01000414,Bexley 016E,16.5,5.7,35.3,20.3,24.9,5.1,1,30297.00 ,3.5,0
E01000415,Bexley 016F,10.6,3.9,47.9,3.3,19.1,3.7,1.6,41304.00 ,2.6,0
E01000327,Bexley 017A,5.1,1.2,42.2,5.1,20.9,3.7,1.5,42277.00 ,4.1,0
E01000328,Bexley 017B,3.8,2,45.8,5.2,21.9,4.2,1.4,36595.00 ,2.1,2
E01000329,Bexley 017C,5.5,3.6,36.2,9.5,22.8,4.6,1.2,31179.00 ,3.7,0
E01000330,Bexley 017D,5.9,2.7,34.8,14.2,29.9,6.2,0.9,29818.00 ,4.9,1
E01000331,Bexley 017E,6,5.4,37.1,6,31.4,6.5,1.1,27715.00 ,1.7,2
E01000340,Bexley 018A,4.7,2.4,44.9,8.2,26.6,6.1,1.3,31279.00 ,1.4,2
E01000395,Bexley 018B,8,2.2,48.7,4.4,20,3.4,1.6,41116.00 ,2.7,0
E01000396,Bexley 018C,9.5,3.1,51.1,5.5,20.4,4.1,1.5,37669.00 ,2,2
E01000410,Bexley 018D,4.5,5,51.3,9.1,20.3,3.8,1.4,35843.00 ,1.8,2
E01000412,Bexley 018E,7.7,5.2,52.7,10.8,17.1,3.8,1.3,36428.00 ,2.7,0
E01000413,Bexley 018F,6,3.8,53.1,9.9,23.2,2.9,1.4,31285.00 ,1.7,2
E01000374,Bexley 019A,5.6,8.3,37.1,5.1,33.7,6.8,1.1,23385.00 ,1.3,2
E01000375,Bexley 019B,3,6.4,44.4,7.8,22.9,5.1,1.1,28550.00 ,2.8,0
E01000376,Bexley 019C,5.8,4,47.9,9.1,22.4,4.4,1.3,30292.00 ,1.6,2
E01000377,Bexley 019D,3.1,2.5,46.1,9.1,21.5,4,1.2,33495.00 ,1.5,2
E01000378,Bexley 019E,4.4,5.6,40.4,18.3,22.5,5.8,1,30385.00 ,2.2,2
E01000379,Bexley 019F,4.2,5.1,44.9,8.1,22.3,5.6,1.2,31077.00 ,2.7,0
E01000348,Bexley 020A,4.4,1.2,54.5,2.7,15.2,3.4,1.7,48333.00 ,1.9,2
E01000349,Bexley 020B,4.8,3.6,46.5,5.5,19.9,4.5,1.5,43479.00 ,2.2,2
E01000361,Bexley 020C,3.5,4,47,11.3,20,2.9,1.4,37212.00 ,2.8,2
E01000363,Bexley 020D,10,3.5,43.9,9.7,19.2,3.6,1.5,41801.00 ,2.7,2
E01000389,Bexley 020E,11,1.7,38.7,10.5,20.6,3.9,1.3,37914.00 ,3.5,0
E01000390,Bexley 020F,9.1,2.6,43.1,5.6,25.1,5,1.3,38114.00 ,1.9,2
E01000393,Bexley 020G,7.7,4.8,48.9,11.9,19.2,4.6,1.2,35149.00 ,3,0
E01000346,Bexley 021A,4.2,1.5,53.4,5.9,22.1,4.2,1.4,36308.00 ,1.9,2
E01000347,Bexley 021B,3.9,2.6,47.9,10.2,27.4,4.4,1.2,30769.00 ,2.4,2
E01000350,Bexley 021C,4,1.8,46.4,10.2,18.3,3.8,1.5,38133.00 ,2.1,2
E01000352,Bexley 021D,5.2,2.6,45.6,14.1,25.7,4.3,1.2,32332.00 ,2.2,2
E01000391,Bexley 021E,4,4.9,50.9,7.3,25.3,3.4,1.3,30744.00 ,1.3,2
E01000341,Bexley 022A,3.6,1.9,44.8,6.2,24.2,3.6,1.4,35918.00 ,1.8,2
E01000342,Bexley 022B,3.3,0.9,53.7,9.3,22.8,3.4,1.3,35015.00 ,1.9,2
E01000343,Bexley 022C,4.8,0.8,50.2,10.4,21.6,3.1,1.4,36074.00 ,2.5,2
E01000345,Bexley 022D,4.2,1.2,54.2,6.6,16.8,3.1,1.5,41840.00 ,2.1,2
E01000460,Bexley 022E,5.2,1.5,48.8,9,10.7,2.1,1.7,53690.00 ,1.9,2
E01000364,Bexley 023A,7.7,3.9,39.3,10.4,22.7,4.3,1.3,37527.00 ,2.1,2
E01000444,Bexley 023B,10,1.1,39,7.2,15.7,3.9,1.7,52456.00 ,1.1,2
E01000447,Bexley 023C,4.6,1.4,39.1,19.9,18,4,1.1,40170.00 ,3.5,0
E01000448,Bexley 023D,3.2,1.1,43.5,2.2,15,2.4,1.6,53137.00 ,2.7,2
E01000449,Bexley 023E,4.3,1.5,35.8,8,18.1,4.2,1.3,50872.00 ,3.2,0
E01000351,Bexley 024A,5,1.4,48.2,7,21.9,3.7,1.5,36484.00 ,1.8,2
E01000443,Bexley 024B,2.3,1.3,43.9,6.7,25.3,5.9,1.2,33098.00 ,3,0
E01000445,Bexley 024C,6,1.3,37.4,7.9,22.2,4,1.4,43229.00 ,2.7,0
E01000446,Bexley 024D,3.1,0.6,56.5,8.8,18.3,3.4,1.4,37616.00 ,2.3,2
E01000461,Bexley 024E,6.3,2.5,49.7,4.2,15.3,3,1.6,44793.00 ,3.1,0
E01000339,Bexley 025A,2.9,2.1,39.5,5.8,23.7,5.6,1.3,34324.00 ,2.3,2
E01000344,Bexley 025B,2.2,2.5,46.1,9.9,20.8,4.2,1.3,38035.00 ,2.3,2
E01000423,Bexley 025C,2.7,2.9,48.4,4.4,19.2,3.8,1.4,45082.00 ,2.6,2
E01000425,Bexley 025D,4.2,1.2,48,2.2,22.2,5.7,1.5,45547.00 ,1.5,2
E01000463,Bexley 025E,4.9,2.1,52.9,6.4,17.5,2.7,1.5,41964.00 ,2.1,2
E01000424,Bexley 026A,4.5,0.9,45.8,9,17,4.6,1.3,45308.00 ,3.8,0
E01000426,Bexley 026B,3.8,1.9,45.2,15.4,18.2,3.6,1.1,39354.00 ,2,2
E01000427,Bexley 026C,3.9,1.7,32.1,9.1,24.6,5.3,1,32158.00 ,2.2,2
E01000457,Bexley 026D,6.6,2.6,26.9,30.7,21.8,5,0.9,34256.00 ,4.7,1
E01000462,Bexley 026E,5,2.9,30.1,25.9,25.3,9.7,0.9,32713.00 ,4.4,1
E01000382,Bexley 027A,5.4,2.2,42.4,5.5,20.7,4.2,1.5,44441.00 ,2.1,2
E01000384,Bexley 027B,3.2,1.5,38.3,15.6,20.9,4.7,1.1,34247.00 ,3,0
E01000387,Bexley 027C,5.6,3,41.9,6.6,21.2,4,1.4,36026.00 ,3,0
E01000428,Bexley 027D,9,4.3,18.7,19.8,23.2,7.1,0.9,29703.00 ,3.8,0
E01000458,Bexley 027E,4.5,1.6,33.4,10.1,17.2,3.8,1.3,47141.00 ,2.5,2
E01000459,Bexley 027F,5.1,1.6,23.8,18.1,23.3,5.5,1,34546.00 ,3.2,0
E01000381,Bexley 028A,2.5,2.5,38.3,8.8,27,6.6,1.2,29211.00 ,2.7,0
E01000383,Bexley 028B,3.2,2.3,38.5,5.2,28.1,5.6,1.4,34439.00 ,1.1,2
E01000385,Bexley 028C,3.9,6.3,26,9.6,27.7,7.3,1,25379.00 ,1.4,2
E01000386,Bexley 028D,7.5,7.6,22.2,12.1,31.5,9.3,0.7,24314.00 ,3,0
E01000398,Bexley 029A,7.6,4.8,38.1,7.9,30.4,6.1,1.1,28250.00 ,1.9,2
E01000399,Bexley 029B,8.3,6.2,39.3,10.7,24.8,4.8,1.3,34093.00 ,2.7,0
E01000400,Bexley 029C,12,5.2,43.7,12.2,24.9,4.4,1.2,31153.00 ,2.4,2
E01032566,Bexley 029D,6,7.6,35.5,9.5,28.8,6.3,1,28043.00 ,2.4,2
E01000587,Brent 001A,60.8,4.9,36.2,18.8,26.2,8,1.5,33884.00 ,2.4,2
E01000589,Brent 001B,63,8.5,29.7,21.1,22.7,5.5,1.2,33038.00 ,2.6,0
E01000590,Brent 001C,49,6.5,33.2,20,21.1,4.9,1.2,34966.00 ,2.4,2
E01000592,Brent 001D,49.8,11.1,28.6,18.9,21.4,5.8,1.2,33290.00 ,4.2,0
E01000593,Brent 001E,47.6,17,31.3,18.7,18.7,4.6,1.1,31910.00 ,2.6,2
E01000594,Brent 001F,63.8,8,29.4,29.6,20.6,4.4,1.1,30850.00 ,3.2,0
E01000513,Brent 002A,43.4,9.6,36.3,22.5,19.3,6.3,1.3,35522.00 ,3,0
E01000514,Brent 002B,37.7,10.6,38.6,27.5,16.5,2.6,1.2,33504.00 ,2.8,0
E01000516,Brent 002C,40.7,9.5,32.9,29.8,21.9,4.5,1.3,30056.00 ,2.8,0
E01000520,Brent 002D,33.4,11.7,29.7,26.8,21.5,5.3,1,29645.00 ,3,0
E01000588,Brent 002E,38.8,22.8,21.4,15.2,19.9,5.4,1.1,27223.00 ,3,0
E01000515,Brent 003A,36.8,15.3,23.1,27.5,22.3,5.6,0.7,25929.00 ,3.2,0
E01000517,Brent 003B,56.7,3.6,28.1,26.1,20.9,4,1.3,39288.00 ,2.7,0
E01000543,Brent 003E,63.6,6.5,25.8,24.6,18.8,5.3,1.1,35595.00 ,3.1,0
E01000591,Brent 003F,62.7,6.4,24.9,31.2,21.2,5.9,1,28501.00 ,3.6,0
E01033463,Brent 003G,55.8,6.8,31.7,18,21.6,6.1,1.4,38050.00 ,2.4,2
E01000536,Brent 004A,58.6,4.1,30.7,22.2,12.4,3.8,1.4,49830.00 ,4.1,0
E01000538,Brent 004B,55.4,3.6,43.7,10.7,14.2,3.4,1.7,54537.00 ,1.2,2
E01000539,Brent 004C,53.9,3.4,32.7,16.1,18,4.9,1.3,45908.00 ,2.7,0
E01000540,Brent 004D,57.6,3.9,36.3,13.2,14.3,4,1.6,51580.00 ,2.7,2
E01000541,Brent 004E,62.5,5.8,30.5,30.5,17.8,4.5,1,40083.00 ,3.3,0
E01000518,Brent 005A,39.9,13.5,30.3,19.9,21.6,5.9,1.1,30433.00 ,2.9,0
E01000519,Brent 005B,39.3,12.8,27.5,32.8,18.2,4.9,1,28088.00 ,2.4,2
E01000623,Brent 005C,43.6,9.1,32.2,25.5,20.5,4,1.3,34083.00 ,2.4,2
E01000624,Brent 005D,38.5,13.1,38,19,21.5,6.3,1.2,30473.00 ,1.4,2
E01000629,Brent 005E,45.9,9.8,37.4,24.1,22.8,5,1.2,28938.00 ,2,2
E01000480,Brent 006A,41.9,9.3,39.1,22.8,11.6,3.8,1.5,48975.00 ,3.1,0
E01000484,Brent 006B,27.9,29.4,16.5,13.2,22.9,8.3,0.9,26267.00 ,2,2
E01000485,Brent 006C,44.5,14.5,25.6,22.7,21.8,6.7,1,29020.00 ,2.6,2
E01000486,Brent 006D,43.4,4.4,32.5,26.9,13.5,4.2,1.4,40674.00 ,2.4,0
E01000487,Brent 006E,44.7,11.3,22.6,35.9,18.1,5.2,1,33272.00 ,3.4,0
E01000572,Brent 007A,51.7,11.4,34.4,21.2,14.4,3,1.2,41658.00 ,3,0
E01000573,Brent 007B,48.4,8.3,32.9,24.1,19.7,4.3,1.1,37397.00 ,3.5,0
E01000574,Brent 007C,44.6,9.4,32.5,23.4,16.5,3.4,1.2,39187.00 ,3.3,0
E01000575,Brent 007D,49.3,9.4,27.4,40.2,13.5,4.5,1,37394.00 ,3.7,0
E01000577,Brent 007E,38.4,25.3,14.6,38.1,19.4,5.2,0.7,25469.00 ,2.9,0
E01000562,Brent 008A,59.6,8,38.1,10.8,11.7,3.6,1.7,51160.00 ,1.9,2
E01000563,Brent 008B,57,6.7,40.9,10.1,13.1,4.6,1.7,47555.00 ,2.1,2
E01000566,Brent 008C,51.2,9.5,41.5,14.3,16.8,5.1,1.4,41466.00 ,2.3,2
E01000568,Brent 008D,45.9,8.3,10.7,26.4,6.7,2.8,0.7,45790.00 ,3.9,1
E01000569,Brent 008E,52.5,9,44,12.1,12.5,2.8,1.6,46985.00 ,2.9,0
E01000479,Brent 009A,42.4,7.6,39.2,17.3,17.4,4.5,1.6,47294.00 ,2.7,2
E01000481,Brent 009B,37.6,20.7,18.5,36.2,16.6,5.5,0.8,28055.00 ,3.4,0
E01000482,Brent 009C,30.6,31.8,9,25.1,20.3,6.2,0.6,24790.00 ,3.9,0
E01000483,Brent 009D,25.8,31.1,17,28.5,22.1,7.4,0.6,23405.00 ,2.6,0
E01000625,Brent 009E,28,13.1,28.7,25.3,24.4,6.4,1,32596.00 ,3,0
E01000498,Brent 010B,43.7,23,28,21.4,28.4,4.5,1,24977.00 ,2.8,0
E01000622,Brent 010D,17.5,18.2,24.5,43.7,19.5,5.2,0.7,25371.00 ,3,0
E01000626,Brent 010E,16.6,34.6,10.2,21.4,24,7.9,0.6,22663.00 ,2.9,0
E01033464,Brent 010F,44.7,20.8,23.9,24.1,28.5,5.3,1.1,25366.00 ,2.8,0
E01000497,Brent 011A,25.2,20.2,27.1,24.9,21.9,5.2,0.9,28732.00 ,3.4,0
E01000499,Brent 011B,30,19.7,19,30.4,27.5,6.1,1,25334.00 ,3,0
E01000501,Brent 011C,18.1,28.8,19.5,17.6,21,7.6,0.7,25105.00 ,3,0
E01000502,Brent 011D,25.6,18.4,33.3,24.7,20.4,3.3,1,28788.00 ,2.7,0
E01000503,Brent 011E,18.5,17.7,22.7,23.7,20.8,5.4,0.9,28870.00 ,2.3,2
E01000570,Brent 012A,48.3,20.1,29.2,26.1,20,5.8,0.9,26084.00 ,3,0
E01000571,Brent 012B,46.7,13.5,34.6,26,18.9,4.9,1.3,36770.00 ,3.3,0
E01000576,Brent 012C,53.2,8,28.3,28.1,15.3,3.2,1.1,38014.00 ,3.5,0
E01000578,Brent 012D,36.7,11.9,19.7,27.3,19.1,7,0.9,32305.00 ,4.4,1
E01000564,Brent 013A,47.1,13.6,30.4,37.8,17.4,2.9,1.1,31316.00 ,2.7,0
E01000565,Brent 013B,50.4,16.4,29.4,18.1,18.6,5,1.2,35952.00 ,2.7,0
E01000607,Brent 013C,61.7,10.4,36.3,30.4,17.7,4.2,0.9,31673.00 ,2.7,2
E01000608,Brent 013D,56,14.9,24.7,36,15.8,4.8,0.9,27882.00 ,3.2,0
E01000613,Brent 013E,49.1,15.5,24.6,44.8,16.8,5,0.7,28854.00 ,2.8,0
E01000506,Brent 014A,20.6,25.4,17.4,44.7,19.6,5.7,0.5,23261.00 ,3.6,0
E01000509,Brent 014B,36.3,20.9,26.3,28.8,26.7,6.3,1.1,25620.00 ,3.1,0
E01000510,Brent 014C,27.1,16,20.3,42.2,21.8,4.2,0.9,26578.00 ,4,0
E01000511,Brent 014D,26,19.9,26.5,40.1,19.5,4.8,0.8,28732.00 ,4.1,0
E01000627,Brent 014E,26.7,25.5,17.9,31.1,26.2,5.4,0.7,23695.00 ,3.5,0
E01000628,Brent 014F,30.8,23.2,24.3,32.5,22.1,5.1,0.7,24702.00 ,3.8,0
E01000553,Brent 015A,25.9,14.2,18,47.4,20.6,5.1,0.6,26841.00 ,4.8,1
E01000554,Brent 015B,15.5,15.6,26.9,36.7,18.5,5.2,0.7,28023.00 ,3.1,0
E01000555,Brent 015C,21.1,8.8,27.3,31.6,12.9,5.5,1,46177.00 ,3,0
E01000556,Brent 015D,22.6,17,6.5,63.9,15.5,4.4,0.4,25018.00 ,6,1
E01000557,Brent 015E,24.1,10.2,16.5,57.8,13.3,4.8,0.5,31116.00 ,5.3,1
E01000558,Brent 015F,12.5,9.5,22.7,38,13.3,4.8,0.7,42802.00 ,4.4,1
E01000567,Brent 016A,46.4,11.4,32.7,19.5,14.9,6,1.1,35921.00 ,2.3,2
E01000606,Brent 016B,49.4,16.7,29.5,28.6,18.6,5,0.9,28043.00 ,3,0
E01000609,Brent 016C,50.5,15.2,32,30.9,17.4,4.5,1,28354.00 ,2.9,0
E01000611,Brent 016D,59.3,16,24.4,28.6,20.6,6.9,0.8,27295.00 ,4.6,1
E01000615,Brent 017B,38.5,28.7,23.8,47.6,18.4,4.3,0.8,28202.00 ,2.8,2
E01000617,Brent 017C,52.6,15.7,27.3,27.1,19.5,5.9,1,27605.00 ,3.4,0
E01000618,Brent 017D,43.9,25,32.6,16.6,23.6,5.3,1.1,27317.00 ,2.6,0
E01000619,Brent 017E,45.6,29,30.4,17.1,22.7,5,1.2,28389.00 ,0.8,2
E01033424,Brent 017F,35.5,26.5,4.1,33.9,16.2,5.1,0.3,28115.00 ,5.2,1
E01033457,Brent 017G,51.3,8.9,23.8,50,13,2.9,0.9,35089.00 ,5.1,1
E01000504,Brent 018A,13.5,14,22,37.4,14.1,5.4,0.7,36109.00 ,3.3,0
E01000505,Brent 018B,28.9,17.9,17.5,21.5,17,4.5,0.9,33721.00 ,3,0
E01000507,Brent 018C,29.7,13.8,24,25.2,19.5,4.8,0.9,33702.00 ,3.3,0
E01000512,Brent 018D,17,11,29.2,32.8,12.8,3.8,0.8,36692.00 ,3.5,0
E01000559,Brent 018E,13.2,13.3,20,42.8,11.9,4.7,0.5,37385.00 ,4,0
E01000610,Brent 019A,58.3,14.1,26.7,31.1,20.6,7.2,0.9,28994.00 ,3.2,0
E01000612,Brent 019B,60.3,9.3,29.2,27.3,18.6,5.7,0.9,27880.00 ,4.6,1
E01000631,Brent 019C,71.5,8.9,28.7,29.7,19.3,5.6,1.1,29699.00 ,3.7,0
E01000633,Brent 019D,81.6,6.3,19.9,39.7,22.1,5.7,0.8,26253.00 ,5.7,1
