lsoa,names,ethnic_asian,ethnic_black,tenure_mortgage_loan,tenure_private,no_qualifications,bad_health,cars_per_household,median_annual_household_income,ptal_average,cluster_id
E01003449,Merton 024B,31.5,6.9,34.9,18.8,19.1,5.7,1,27981.00 ,2.9,0
E01003450,Merton 024C,15.1,10.5,33.2,11.6,26.5,4.5,0.9,25485.00 ,3.3,0
E01003451,Merton 024D,17,5.9,41.5,6.4,20.5,4.4,1.3,32119.00 ,2.9,0
E01003452,Merton 024E,17,10.4,23.2,9.4,27.9,6.7,0.8,24745.00 ,3.3,0
E01003417,Merton 025A,10.3,2.6,48.5,7.7,24,4.2,1.3,32009.00 ,2.7,0
E01003418,Merton 025B,8.7,6.2,48.4,5.5,23,2.6,1.4,32130.00 ,1.8,2
E01003419,Merton 025C,13,5.7,52.5,10,18.6,3.8,1.3,31266.00 ,1.7,2
E01003420,Merton 025D,12.5,4,50.6,10.3,21,3,1.3,31724.00 ,2.3,2
E01003422,Merton 025E,14.8,4.8,44.1,9.9,22.3,3.8,1.3,32129.00 ,2.3,2
E01003744,Redbridge 001A,12.5,3.4,37,11,19.2,3.7,1.5,51617.00 ,2.1,2
E01003745,Redbridge 001B,19.3,1.2,46.6,3.7,11.1,2,1.9,64816.00 ,1.7,2
E01003746,Redbridge 001C,8.3,2.7,35.6,11.8,16.9,2.9,1.4,54442.00 ,2.3,2
E01003747,Redbridge 001D,15.3,2.7,41.2,2.9,12.5,3.2,1.7,57253.00 ,2.6,0
E01003748,Redbridge 001E,12.6,3.5,34.4,15,15.9,6.5,1.5,59842.00 ,2.8,0
E01003749,Redbridge 001F,16.2,4,32.5,20.4,11.5,3.2,1.1,47128.00 ,3.5,0
E01003750,Redbridge 001G,10.5,3.2,31.5,17,17.5,4.5,1,43601.00 ,2.8,0
E01003720,Redbridge 002A,13.1,9.5,25.5,11.6,34.2,9.5,0.8,25692.00 ,2.8,0
E01003722,Redbridge 002B,12.4,9.6,35.7,10.4,29.7,6.8,1,26185.00 ,2.2,2
E01003723,Redbridge 002C,11.3,9.4,36.1,7.5,33.1,7.5,1,26292.00 ,2.5,2
E01003726,Redbridge 002D,13.8,12.1,28.7,12,27.1,8.3,0.9,24827.00 ,1.7,2
E01003721,Redbridge 003A,21.3,11.2,35.8,13.6,26.5,6.1,1,30196.00 ,2.7,0
E01003724,Redbridge 003B,18.5,6.6,41.9,11.7,22.6,6.7,1.4,31973.00 ,2.2,2
E01003725,Redbridge 003C,10.2,10.1,36.3,21.2,24.3,6.2,1,27795.00 ,2.3,2
E01003727,Redbridge 003D,9.9,6.4,34.7,10.7,31.4,9,0.9,25060.00 ,2.3,2
E01003654,Redbridge 004A,17.7,8.8,43,13.8,18.9,4.7,1.1,35373.00 ,3.3,0
E01003655,Redbridge 004B,14,3.6,41.1,18.2,16.3,4.4,1.1,43216.00 ,3.5,0
E01003658,Redbridge 004C,18.1,13.6,28.2,13.9,23.8,6.2,0.8,28252.00 ,3.2,0
E01003660,Redbridge 004D,9,3.9,49.3,12.4,16.9,2.8,1.3,42891.00 ,2.1,2
E01003656,Redbridge 005A,11.8,7.1,30.8,13.2,25,6.5,1,28455.00 ,2,2
E01003657,Redbridge 005B,11,6.3,39.2,18.7,20.9,4.9,1.3,35204.00 ,1.7,2
E01003659,Redbridge 005C,17.3,9,54.7,12.4,17.6,3.8,1.3,38389.00 ,1.8,2
E01003698,Redbridge 006A,18.9,4.8,47,12.3,19.3,4.6,1.3,36932.00 ,2.5,2
E01003699,Redbridge 006B,15.3,6.5,42.1,14.1,22.4,5.6,1.2,35046.00 ,3,0
E01003700,Redbridge 006C,27.1,6.9,39.7,17,23,5.7,1.2,31389.00 ,3.1,0
E01003701,Redbridge 006D,38.3,7,34,25.7,21.1,4.7,1.1,31608.00 ,4.2,0
E01003702,Redbridge 006E,16.9,7.3,35.8,26.1,23.1,6,1,30251.00 ,2.8,0
E01003703,Redbridge 006F,19.2,6.6,42.8,17,19,4,1.4,42484.00 ,1.5,2
E01003704,Redbridge 006G,19.1,7,36.3,15.6,20.8,6.5,1,29126.00 ,3,0
E01003668,Redbridge 007A,15.4,3,28.9,29.8,13.7,3.9,1,48014.00 ,3.8,0
E01003669,Redbridge 007B,8.6,3.2,42.7,18.8,9.8,3,1.3,53036.00 ,2.3,2
E01003670,Redbridge 007C,16,5.5,35.5,15.4,12.8,2.7,1.2,47494.00 ,2.5,2
E01003671,Redbridge 007D,13.4,4.2,53.4,4.5,13.1,2.7,1.4,53250.00 ,2.1,2
E01003672,Redbridge 007E,15.2,8.5,23.9,26.8,17.9,6,0.8,31887.00 ,3,0
E01003673,Redbridge 007F,15.7,3,36.8,29.7,8.8,2.6,1,47610.00 ,2.5,2
E01003674,Redbridge 007G,20.2,4.5,32.4,42.3,11.4,4.4,0.9,45309.00 ,3,0
E01003707,Redbridge 008A,36.8,10.9,45.4,9.6,20.4,4.9,1.4,34753.00 ,2,2
E01003708,Redbridge 008B,22.1,15.7,28.1,15.8,26.7,6.9,0.8,25284.00 ,2,2
E01003709,Redbridge 008C,32.2,7.7,40.4,11.6,22.4,5.7,1.4,35621.00 ,2,2
E01003710,Redbridge 008D,45.7,5.9,42.6,7.9,22.9,4.7,1.6,36185.00 ,1.9,2
E01003759,Redbridge 009A,20.9,3.6,45.7,8.8,14.5,3.6,1.3,52140.00 ,2.7,0
E01003760,Redbridge 009B,20.1,12.8,41.3,21.3,17.1,3.5,1.1,33246.00 ,2.3,2
E01003761,Redbridge 009C,17.8,26.8,10.2,13.2,22.5,5.1,0.6,20627.00 ,2,2
E01003762,Redbridge 009D,8.4,7.4,46.2,18.3,13,3.6,1.2,43690.00 ,1.9,2
E01003763,Redbridge 009E,29.5,11.8,50.7,12.5,19.1,3.6,1.4,40300.00 ,1.5,2
E01003764,Redbridge 009F,15.5,5.1,36.5,27.8,13.4,3.3,1,42484.00 ,3.4,0
E01003765,Redbridge 009G,16.5,4.1,46.6,25.7,12.5,2.9,1.1,47400.00 ,3.6,0
E01003705,Redbridge 010A,31.8,7.1,39,17.8,21.2,4,1.1,33051.00 ,3.5,0
E01003706,Redbridge 010B,32,7,33.4,20.6,22.2,4.5,1.1,30088.00 ,2,2
E01003711,Redbridge 010C,31.8,6.3,34.1,17.4,24.1,5.7,1.2,32364.00 ,2.7,2
E01003712,Redbridge 010D,28.1,13.5,24.8,11.2,28.3,7.9,0.9,25332.00 ,2.1,2
E01003646,Redbridge 012A,56.6,7.9,35.3,26.7,17.6,6,1.1,31529.00 ,3.8,0
E01003648,Redbridge 012B,35.8,3.1,40.2,6.6,19.5,4.4,1.5,45122.00 ,2.4,2
E01003649,Redbridge 012C,49.7,6.7,46.3,12.1,16.2,4.8,1.4,42310.00 ,2,2
E01003651,Redbridge 012D,57.9,5.2,47.2,9,15.6,4.4,1.4,41888.00 ,3.6,0
E01003639,Redbridge 013A,38.2,8.5,32.6,18.2,22.5,5.1,1,29688.00 ,3,0
E01003640,Redbridge 013B,37.2,10.1,44.6,17,19.5,4.3,1.2,35571.00 ,1.1,2
E01003641,Redbridge 013C,52.2,10.3,42.6,18.9,15.3,4.5,1.2,34907.00 ,2.3,2
E01003642,Redbridge 013D,45.4,10.4,34.9,15.1,21,5.8,1.1,30531.00 ,2.4,0
E01003774,Redbridge 014A,14.3,3.2,38.3,23,12.7,3.8,1,50257.00 ,2.9,0
E01003775,Redbridge 014B,30.8,3.4,33.1,24.5,12.3,3.4,1.3,51655.00 ,3.3,0
E01003776,Redbridge 014C,13.1,9.1,19,25.2,24.3,9.2,0.6,30279.00 ,3.6,0
E01003777,Redbridge 014D,17.3,2.7,35.2,31.3,10.7,3.6,0.9,51184.00 ,4.5,1
E01003778,Redbridge 014E,17.9,3.5,28.3,33,13.1,3.6,0.9,46882.00 ,4.7,1
E01003779,Redbridge 014F,12.7,4.2,32.5,19.9,19.3,6.9,0.8,42698.00 ,4.2,0
E01003780,Redbridge 014G,34.9,3.4,41.2,4.9,12.6,3.9,1.7,59047.00 ,1.8,2
E01003647,Redbridge 015A,63,5.5,34.2,30.1,16.4,4.6,1.1,37729.00 ,3.7,0
E01003650,Redbridge 015B,41.4,7.6,33.6,16.7,21.1,5.4,1,31065.00 ,2.9,0
E01003652,Redbridge 015C,51.7,4.7,47.5,13.1,15.2,4.6,1.4,42244.00 ,3,0
E01003653,Redbridge 015D,55.9,6.7,29.1,36.4,16.4,5.1,0.9,32188.00 ,4.2,0
E01003638,Redbridge 017A,36,9.1,37.3,7.5,23.6,5.2,1.1,31269.00 ,2.9,0
E01003643,Redbridge 017B,48,5.4,40.5,15.1,22.7,5.2,1.2,34494.00 ,2.7,0
E01003644,Redbridge 017C,58.9,6.4,41,14.1,17.5,3.9,1.2,34559.00 ,2.8,0
E01003645,Redbridge 017D,51.6,7.8,29.6,42.3,16.1,5.9,0.9,33991.00 ,3.7,0
E01003789,Redbridge 018A,22.4,2.6,30.7,13.8,12.6,4.6,1.2,50969.00 ,3.9,0
E01003794,Redbridge 018B,19.7,5.6,40.1,10.8,15.8,3.7,1.2,46911.00 ,1.6,2
E01003795,Redbridge 018C,17.1,5,40.4,8.8,13.9,3,1.4,56491.00 ,2.1,2
E01003796,Redbridge 018D,16.3,8,36.7,15.8,13.3,3.3,1.1,47187.00 ,3.6,0
E01003661,Redbridge 019A,37.4,15.2,45.3,11.4,20.1,4.8,1.2,32100.00 ,3.4,0
E01003662,Redbridge 019B,33.7,17.8,32.9,35.2,18.1,3.9,0.8,28395.00 ,4.1,0
E01003663,Redbridge 019C,26.8,12.1,36.1,9.8,30.5,6.3,1.1,30156.00 ,2.3,2
E01003664,Redbridge 019D,27.9,17.4,45.7,11.7,17.2,3.6,1.3,34186.00 ,1.1,2
E01003665,Redbridge 019E,32.9,14.2,53.3,10.6,17.5,3.5,1.2,35499.00 ,2.1,2
E01003666,Redbridge 019F,30.4,20.5,35.9,31.1,14.7,2.9,0.8,29421.00 ,2.1,2
E01033590,Redbridge 019H,32.5,19.4,25.8,36.2,14.3,2.7,0.9,30588.00 ,2,2
E01033592,Redbridge 019I,38.8,16.2,40.6,20.2,13.9,4.7,1.2,33662.00 ,2.2,2
E01003751,Redbridge 020A,57.3,7.7,38.3,22.3,19.9,4.8,1.2,30827.00 ,2.9,0
E01003753,Redbridge 020B,63.9,8.9,31.7,38.7,15.5,3.3,1,30686.00 ,3.7,0
E01003754,Redbridge 020C,62.9,7.8,38.3,15.8,18.7,6.8,1.1,30963.00 ,3,0
E01003757,Redbridge 020D,54.1,11.5,33.8,36.2,16.4,3.4,1,29198.00 ,3,0
E01003769,Redbridge 022A,61.4,11.2,24.8,48.7,19.4,5.3,0.9,26668.00 ,4,0
E01003770,Redbridge 022B,44.6,11.9,37.6,22.3,18.4,6.1,1.1,31836.00 ,2.5,2
E01003771,Redbridge 022C,60.5,9.7,34.3,29.6,18.4,4.2,1,28893.00 ,3.4,0
E01003773,Redbridge 022D,51.6,11.9,42.7,22.8,17,4.9,1,33715.00 ,3.6,0
E01003752,Redbridge 023A,60.1,8.9,39.7,22.2,15.2,4.2,1.1,35468.00 ,3.7,0
E01003755,Redbridge 023B,67.7,5.4,48.5,19.1,17.4,4.1,1.2,31462.00 ,3.4,0
E01003756,Redbridge 023C,63.2,8.5,41,22.3,19.7,4.7,1.2,30710.00 ,2.8,0
E01003758,Redbridge 023D,54.5,17.6,21.6,31.6,17.4,4.5,0.9,27564.00 ,2.5,2
E01003766,Redbridge 024A,65.9,9.6,38.1,28.1,21.5,5.7,1.1,28223.00 ,2.8,0
E01003767,Redbridge 024B,64,12.2,29.6,43.2,15.8,4.5,0.9,26143.00 ,3.4,0
E01003768,Redbridge 024C,59,11.1,23.9,45.5,19.3,5.1,0.9,26875.00 ,3.1,0
E01003772,Redbridge 024D,60.3,9.8,35.9,26.1,17.2,4.7,1.2,30270.00 ,2.3,2
E01003781,Redbridge 026A,56.7,9.3,24.1,41.5,17.1,5.5,0.8,31089.00 ,4.8,1
E01003782,Redbridge 026B,73.6,7,22.4,44.2,16.7,5.1,0.9,27618.00 ,4.4,1
E01003786,Redbridge 026C,52.9,9.6,44.6,19.2,13,3.5,1.2,35826.00 ,2,2
E01003787,Redbridge 026D,62.8,8.8,31.8,27.7,17.5,4.8,1.1,31632.00 ,2.8,2
E01003790,Redbridge 027A,15.4,7.6,35.9,11.8,15.9,3.8,1.1,41997.00 ,1.7,2
E01003791,Redbridge 027B,14.2,5.6,40.6,7.8,13.1,3.3,1.4,51271.00 ,2.7,0
E01003792,Redbridge 027C,12.9,4.9,48.4,12.6,12.8,3.2,1.3,54688.00 ,2.1,2
E01003793,Redbridge 027D,15.4,11.2,30,19.1,23.3,6.9,0.8,29548.00 ,2.2,2
E01003783,Redbridge 029A,59,10.9,14.5,49.1,20,5,0.5,25995.00 ,6.6,1
E01003784,Redbridge 029B,66.5,8.2,36.3,31.3,17.4,5.6,1,30414.00 ,3.5,0
E01003785,Redbridge 029C,59.1,8.6,20.3,53.8,14.1,4.4,0.7,29197.00 ,5.5,1
E01003788,Redbridge 029D,66,6,18.4,54.9,15.7,4.7,0.8,28794.00 ,5.2,1
E01003683,Redbridge 030A,66.2,10.2,32.5,35.4,18.5,5.2,0.9,24552.00 ,2.2,2
E01003684,Redbridge 030B,63.5,11.6,34.3,26.8,20.2,4.4,1,26253.00 ,2,2
E01003685,Redbridge 030C,71.4,9.8,29.7,36.8,17.9,5,0.9,24941.00 ,2.9,0
E01003686,Redbridge 030D,68.3,11.2,29.1,37,18,6.1,1.1,26429.00 ,3.1,0
E01003688,Redbridge 030F,72.5,9.5,23.3,36.1,21.3,5.6,1,26553.00 ,3.2,0
E01003689,Redbridge 030G,67,9.2,24.6,35.4,22.6,7.2,0.7,23763.00 ,5,1
E01033589,Redbridge 030H,68.4,10.4,8.3,68.8,6.9,2.3,0.3,31831.00 ,5.9,1
E01033591,Redbridge 030I,53.6,14.8,24.6,43.3,22.9,5.3,0.7,24334.00 ,3.3,0
E01003737,Redbridge 031A,59.8,4.9,37.2,11.5,21.2,4.9,1.4,35434.00 ,2.4,2
E01003738,Redbridge 031B,57.1,9.3,46,15.5,19.6,4.5,1.3,33645.00 ,2.9,0
E01003739,Redbridge 031C,57.2,10.6,44.8,15.7,18.5,4.7,1.1,30794.00 ,2.3,2
E01003740,Redbridge 031D,59.9,7.9,43.5,14,19.9,5.6,1.3,31784.00 ,2.3,2
E01003741,Redbridge 031E,45.3,7.8,36.4,14,25.5,6.1,1,30278.00 ,3,0
E01003742,Redbridge 031F,60.1,10.5,40,33.8,18.1,3.7,1.1,29323.00 ,3.4,0
E01003743,Redbridge 031G,65.3,13,38.5,29,21.4,5.8,1.1,27396.00 ,2.6,0
E01003728,Redbridge 032A,64.1,13.6,16.9,38.5,14.9,5.1,0.5,26814.00 ,5.6,1
E01003729,Redbridge 032B,71.8,10.3,22.6,37.1,25.2,7.1,0.6,21622.00 ,3.8,0
E01003730,Redbridge 032C,71.9,12.1,31.2,33.2,21,5,0.9,23716.00 ,3,0
E01003732,Redbridge 032D,39.8,26.1,14.4,36.1,23.4,5.3,0.5,23476.00 ,1.8,2
E01003733,Redbridge 032E,63.8,13,36.9,32.9,17.2,4,0.8,25223.00 ,2.8,0
E01003731,Redbridge 033A,59.3,13.6,29.8,29.8,20.6,5.3,0.8,23605.00 ,2.8,0
E01003734,Redbridge 033B,61.8,10.9,33.7,33.1,20.3,6.3,0.8,26440.00 ,3.5,0
E01003735,Redbridge 033C,46.7,24.2,13.9,25.6,22.3,7.8,0.6,20766.00 ,2.9,2
E01003736,Redbridge 033D,62.5,17.2,36.2,27.2,18.3,3.9,0.9,27225.00 ,3.2,0
E01003713,Redbridge 034A,61.2,12,37.2,24.1,18.5,5,1.2,30292.00 ,3.6,0
E01003714,Redbridge 034B,62.2,12,35.4,31.8,17.8,5.4,0.9,27366.00 ,4,0
E01003715,Redbridge 034C,63.3,9.3,31,35.6,17.4,5,1,28346.00 ,3.8,0
E01003716,Redbridge 034D,54.9,9.3,37,23.6,17.7,5.7,1.2,30448.00 ,3.2,0
E01003718,Redbridge 034E,57.5,11.4,33.7,39.5,17.4,4.4,0.9,29879.00 ,3.7,0
E01003719,Redbridge 034F,60.3,9.6,28.6,38.5,17.8,4.9,1.1,29256.00 ,3.9,0
E01032581,Redbridge 034G,29.8,13.6,32.8,28.8,20,5.4,0.8,26648.00 ,3.4,0
E01003690,Redbridge 035A,52.8,5.3,26.2,38.7,23.6,6.4,0.9,33009.00 ,5,1
E01003691,Redbridge 035B,61.8,13,44.3,23,14.3,5.8,1.3,31113.00 ,2.1,2
E01003692,Redbridge 035C,59.1,8.5,39.3,26.1,17.1,5,1.1,36547.00 ,4.8,1
E01003693,Redbridge 035D,62.8,8,43.9,13.9,16.6,4.7,1.5,42374.00 ,2.6,0
E01003694,Redbridge 035E,69,6.6,35.7,15.2,18.7,5.1,1.3,35567.00 ,3.6,0
E01003695,Redbridge 035F,60.3,9.8,27.5,43.6,16.1,5.5,1,30289.00 ,3.7,0
E01003696,Redbridge 035G,59,7.6,45.5,16.2,18,3.5,1.2,32378.00 ,4.3,0
E01003697,Redbridge 035H,66.6,6.7,46.1,18.1,15.1,4.8,1.3,36837.00 ,3.7,0
E01003675,Redbridge 036A,66.5,3.2,34.5,21,15.2,4.3,1.2,38708.00 ,3.7,0
E01003676,Redbridge 036B,69.1,5.1,46.1,12.1,15.4,5.9,1.4,42317.00 ,3.4,0
E01003677,Redbridge 036C,58.6,4,42.3,9.3,21.1,6.3,1.4,41717.00 ,2.4,2
E01003678,Redbridge 036D,57.9,5.9,49.1,10,13.6,4,1.6,47156.00 ,1.8,2
E01003679,Redbridge 036E,60.5,3.6,50.3,6.3,17,4.9,1.7,43580.00 ,1.7,2
E01003680,Redbridge 036F,59.5,5,54.3,10.3,16.7,3.6,1.5,42622.00 ,1.5,2
E01003681,Redbridge 036G,51,6.2,33.7,20.5,21.9,7.1,1.1,31783.00 ,2,2
E01003682,Redbridge 036H,66.7,4.5,47.7,11.2,14.2,4,1.5,42780.00 ,2,2
E01003797,Richmond upon Thames 001A,3.1,0.6,32.3,10.1,8.9,2.6,1.4,72466.00 ,3.3,0
E01003798,Richmond upon Thames 001B,2.8,1.1,24.3,22,6.4,3.5,1,48413.00 ,3.4,0
E01003799,Richmond upon Thames 001C,4.1,0.8,32,29.6,5,1.9,1.1,61631.00 ,3.7,0
E01003800,Richmond upon Thames 001D,5.5,2.7,22,18.6,11.2,3.2,1,39083.00 ,3.6,0
E01003801,Richmond upon Thames 001E,8.4,0.8,29.8,31.5,5,2.3,0.9,55607.00 ,3.6,0
E01003802,Richmond upon Thames 001F,13,0.9,25.7,33.9,4.7,1.4,1.1,60811.00 ,3.2,0
E01003803,Richmond upon Thames 001G,9.2,3.7,15.5,12.5,21.9,7.1,0.8,28452.00 ,2.6,2
E01003846,Richmond upon Thames 002A,6.3,0.2,38.4,16.4,4.3,1.6,1.3,62837.00 ,2.9,0
E01003847,Richmond upon Thames 002B,8.3,0.4,20.9,42.3,5,2.6,0.9,46011.00 ,3,0
E01003849,Richmond upon Thames 002C,6.4,0.8,33.8,20.2,7.5,3,1,54073.00 ,3.1,0
E01003851,Richmond upon Thames 002D,4.3,0.3,33,24,5.6,1.9,1.2,62052.00 ,3,0
E01003860,Richmond upon Thames 002E,6.2,1.7,27.1,35.7,6,2.1,0.9,51876.00 ,6.3,1
E01003864,Richmond upon Thames 002F,8.9,1.6,26.4,26.4,6.8,2.9,1,50832.00 ,4.4,1
E01003852,Richmond upon Thames 003A,4.8,0.6,27.1,26.1,9.1,4.2,0.9,40730.00 ,3,0
E01003853,Richmond upon Thames 003B,3.6,1.2,27.7,13.3,12,3.7,1.1,46651.00 ,3,0
E01003854,Richmond upon Thames 003C,4.5,1.4,27.9,24.8,8.3,3.3,0.9,47333.00 ,3.7,0
E01003855,Richmond upon Thames 003D,6.6,3.4,23.7,23.8,14.6,4.9,0.7,34570.00 ,2.6,0
E01003856,Richmond upon Thames 003E,4.4,1.7,35.9,32.7,9.1,2.7,0.8,41187.00 ,3,0
E01003857,Richmond upon Thames 003F,3.9,1.4,36,24.9,9,2.4,0.9,47891.00 ,2.9,0
E01003858,Richmond upon Thames 003G,2.1,0.3,43.2,22.6,5.9,2,1,56532.00 ,3,0
E01003848,Richmond upon Thames 004A,6.6,2,36.1,28.9,10.5,2.4,0.9,40322.00 ,4.4,1
E01003861,Richmond upon Thames 004C,6.3,2.7,34.3,32.6,6.8,3.4,0.9,44014.00 ,6,1
E01003862,Richmond upon Thames 004D,10.7,2.4,24.9,23,14,3.7,0.9,37439.00 ,3.6,0
E01003863,Richmond upon Thames 004E,7.9,1.5,26.8,14.6,17.5,5.3,0.8,38301.00 ,4,0
E01003865,Richmond upon Thames 004F,10.1,1.5,34,15.3,15,4.3,1,38653.00 ,2.8,0
E01033570,Richmond upon Thames 004G,19.2,3.5,22.8,40.1,6.6,2.4,0.9,42704.00 ,0.7,2
E01033571,Richmond upon Thames 004H,6.4,2.3,29.2,13.1,13,3.4,1.1,40170.00 ,2.5,2
E01003804,Richmond upon Thames 005A,6.8,0.9,33.7,28,7.4,2.6,1,46420.00 ,2.9,0
E01003807,Richmond upon Thames 005B,3.7,0.7,29.5,33.5,7,2.5,0.9,41896.00 ,3,0
E01003808,Richmond upon Thames 005C,3.1,1,39,20.7,8.6,2.7,0.9,48346.00 ,3.3,0
E01003809,Richmond upon Thames 005D,3.6,0.6,39.3,14.3,7.1,2.1,1.2,59510.00 ,2.7,0
E01003859,Richmond upon Thames 005E,5.4,1,39.5,16.6,8.1,1.8,1.1,52072.00 ,3,0
E01003873,Richmond upon Thames 006A,6.6,0.8,25.2,36.2,5.5,2.2,0.8,49104.00 ,6.1,1
E01003874,Richmond upon Thames 006B,4.1,1.1,26.6,38.6,6.1,2,0.8,51341.00 ,4.1,0
E01003875,Richmond upon Thames 006C,8.4,1,28.8,21.6,7.6,2.4,1.1,57526.00 ,3,0
E01003878,Richmond upon Thames 006D,8.3,0.7,14.4,14.5,17.1,5.5,0.9,38734.00 ,2.1,2
E01003866,Richmond upon Thames 007A,2.8,1.1,46.6,18.7,5.9,1.8,1.1,57205.00 ,3,0
E01003868,Richmond upon Thames 007B,5,0.3,40.4,32.1,5.4,1.3,1,51096.00 ,3.8,0
E01003871,Richmond upon Thames 007C,3.6,1.6,38.6,19,5.8,2,1.2,51818.00 ,2.4,2
E01003872,Richmond upon Thames 007D,5.2,0.4,30.9,33.7,4.4,1.7,1.1,49138.00 ,2.9,0
E01003821,Richmond upon Thames 008A,8.7,1.3,19.1,44.5,5.8,3.4,0.8,50324.00 ,2.7,2
E01003876,Richmond upon Thames 008B,5.8,0.7,21.5,42.4,5.2,2.6,0.8,53753.00 ,6.8,1
E01003877,Richmond upon Thames 008C,4.4,0.4,24.2,32.3,5.8,2.4,0.9,57709.00 ,4.4,1
E01003879,Richmond upon Thames 008D,4.3,2.2,24.5,38.7,3.7,1.6,1.1,58533.00 ,2.1,2
E01003892,Richmond upon Thames 009A,6.1,0.6,27.9,35.1,4.7,2.7,1,57928.00 ,3.6,0
E01003893,Richmond upon Thames 009B,4.6,0.8,27.7,38.2,8.5,3.5,0.9,43337.00 ,3.9,0
E01003894,Richmond upon Thames 009C,5,0.9,34.6,35.7,5.8,1.9,0.9,50763.00 ,4.2,0
E01003895,Richmond upon Thames 009D,3.6,0.9,36.7,26,7.1,2.3,1,44150.00 ,4.5,1
E01003905,Richmond upon Thames 010A,13.7,1.7,40.7,22.3,14.4,2.9,1.2,36282.00 ,2.8,0
E01003906,Richmond upon Thames 010B,10.6,1.9,42.4,18.8,18.7,4.5,1.1,34882.00 ,3,0
E01003907,Richmond upon Thames 010C,19.1,3.4,28.8,11.4,20.5,5.6,1.1,29983.00 ,1.4,2
E01003908,Richmond upon Thames 010D,17,2.5,44.8,9.7,14.4,3,1.4,37513.00 ,2.6,0
E01003909,Richmond upon Thames 010E,12,2.4,33.2,19.6,16.1,3.7,1.3,36640.00 ,3,0
E01003867,Richmond upon Thames 011A,13.5,1.7,41,22.6,11.9,3.4,1.2,39579.00 ,2.9,0
E01003869,Richmond upon Thames 011B,8.5,0.9,34.3,30.3,6.1,2.2,1.1,48340.00 ,3.4,0
E01003870,Richmond upon Thames 011C,5.1,0.6,48.5,20.1,6.4,2.1,1.1,48694.00 ,3.5,0
E01003910,Richmond upon Thames 011D,7.2,0.8,41.6,8.5,17.8,4.6,1.2,38528.00 ,2.1,2
E01003805,Richmond upon Thames 012A,4,0.5,36.4,9.8,4,1.4,1.5,69627.00 ,1.9,2
E01003806,Richmond upon Thames 012B,2.9,0.4,35.6,13,4.7,1.2,1.5,69961.00 ,1.6,2
E01003816,Richmond upon Thames 012C,5,0.8,29.2,13.8,13.6,4.1,1.3,52133.00 ,2.4,2
E01003817,Richmond upon Thames 012D,8.4,3.5,29.6,16.1,13.2,4.6,1,39081.00 ,2.1,2
E01003840,Richmond upon Thames 013A,35.9,5.4,40.5,19.6,17.5,3.9,1.3,31991.00 ,2,2
E01003841,Richmond upon Thames 013B,24,9.5,22.9,13.7,23.2,5.2,0.8,24954.00 ,1.8,2
E01003842,Richmond upon Thames 013C,9.3,1.7,34.1,8.6,22.3,6.1,1.2,31113.00 ,1.9,2
E01003843,Richmond upon Thames 013D,25,2.8,30.7,10.6,23.8,5.3,1.2,29316.00 ,2,2
E01003844,Richmond upon Thames 013E,13.1,1.2,36,9,12.7,3.4,1.4,40771.00 ,2.8,0
E01003845,Richmond upon Thames 013F,17.5,0.9,41,6.8,21.1,3.9,1.5,36180.00 ,1.6,2
E01003882,Richmond upon Thames 014A,4.5,0.8,41.6,27,6.6,2,1,48107.00 ,4.7,1
E01003883,Richmond upon Thames 014B,3.2,0.7,47.2,21.8,7.3,1.9,1,44724.00 ,3.3,0
E01003896,Richmond upon Thames 014C,6,0.8,30.4,39.6,5.3,2.1,0.9,41369.00 ,5.5,1
E01003897,Richmond upon Thames 014D,5.4,1.6,36.4,31.1,6.2,2.4,0.8,41407.00 ,5.7,1
E01003898,Richmond upon Thames 015A,4,0.5,45.6,27.9,8.3,3.2,1.1,44378.00 ,3.6,0
E01003899,Richmond upon Thames 015B,7.2,0.9,44.9,21.4,7.6,3.8,1.1,42310.00 ,3.2,0
E01003900,Richmond upon Thames 015C,12.2,1.5,30.6,10.4,19.5,5.7,1.1,32418.00 ,3.5,0
E01003901,Richmond upon Thames 015D,5.7,2,51.1,8.6,11,2,1.3,40214.00 ,1.1,2
E01003902,Richmond upon Thames 015E,10.7,2.7,50.1,9.1,13.5,3.5,1.2,38020.00 ,3,0
E01003903,Richmond upon Thames 015F,12.8,2.4,42.6,10.7,18.8,3.6,1.3,34780.00 ,2.8,0
E01003904,Richmond upon Thames 015G,6.9,2.3,42.9,16.2,14.2,3,1,38146.00 ,2.2,2
E01003880,Richmond upon Thames 016A,5.2,0.1,41.5,14.6,6.1,1.9,1.3,54748.00 ,3.4,0
E01003881,Richmond upon Thames 016B,4.2,1.4,33.9,18.9,3.7,1.8,1.2,51326.00 ,2.8,0
E01003884,Richmond upon Thames 016C,3.4,2.1,34.7,18.9,8.3,3.3,1.2,46411.00 ,3.5,0
E01003885,Richmond upon Thames 016D,4.8,0.7,41.7,24.1,7.3,2.3,1.2,46030.00 ,3.6,0
E01003818,Richmond upon Thames 017A,7.2,2.2,33.1,14.4,9.5,3.3,1.1,38635.00 ,1.7,2
E01003819,Richmond upon Thames 017B,7.8,2.9,26.9,10.3,22.6,6.1,0.9,27360.00 ,1.6,2
E01003820,Richmond upon Thames 017C,7.1,1.9,35.3,12.6,19,4.7,1,34703.00 ,2,2
E01003811,Richmond upon Thames 018A,2.3,0.9,48.8,15,8.1,1.9,1.1,46918.00 ,3.1,0
