ptal_poor_access,ptal_good_access
2.30 ,0.00 
100.00 ,0.00 
100.00 ,0.00 
100.00 ,0.00 
100.00 ,0.00 
100.00 ,0.00 
89.10 ,0.00 
100.00 ,0.00 
71.50 ,0.00 
91.90 ,0.00 
90.80 ,0.00 
100.00 ,0.00 
62.70 ,0.00 
100.00 ,0.00 
99.20 ,0.00 
42.30 ,0.00 
5.70 ,0.00 
24.40 ,0.00 
1.60 ,0.00 
91.20 ,0.00 
100.00 ,0.00 
84.70 ,0.00 
50.90 ,0.00 
4.50 ,0.00 
0.00 ,9.40 
88.80 ,0.00 
0.00 ,0.00 
57.50 ,0.00 
89.80 ,0.00 
0.00 ,0.00 
15.60 ,0.00 
41.00 ,0.00 
41.70 ,0.00 
32.40 ,0.00 
3.90 ,0.00 
86.80 ,0.00 
76.20 ,0.00 
31.70 ,0.00 
0.20 ,0.00 
0.10 ,0.00 
82.80 ,0.00 
76.60 ,0.00 
14.00 ,0.00 
100.00 ,0.00 
7.10 ,0.00 
100.00 ,0.00 
21.60 ,0.00 
61.00 ,15.70 
64.40 ,0.00 
97.80 ,0.00 
100.00 ,0.00 
87.00 ,0.00 
55.20 ,0.00 
100.00 ,0.00 
100.00 ,0.00 
63.60 ,0.00 
35.60 ,40.00 
60.50 ,15.20 
26.80 ,0.60 
88.00 ,0.00 
1.90 ,72.40 
55.60 ,0.00 
73.80 ,0.00 
1.00 ,0.00 
3.30 ,0.00 
79.80 ,0.00 
80.80 ,0.00 
84.90 ,0.00 
72.60 ,0.00 
61.50 ,0.00 
18.20 ,0.00 
74.80 ,0.00 
40.60 ,0.00 
94.20 ,0.00 
5.20 ,0.00 
17.00 ,0.00 
100.00 ,0.00 
25.70 ,0.00 
54.60 ,0.00 
93.80 ,0.00 
46.60 ,0.00 
85.20 ,0.00 
35.10 ,0.00 
98.30 ,0.00 
99.20 ,0.00 
86.10 ,0.00 
0.00 ,0.00 
10.90 ,0.00 
52.70 ,0.00 
8.50 ,0.00 
90.30 ,0.00 
85.10 ,0.00 
70.50 ,0.00 
98.60 ,0.00 
94.10 ,0.00 
7.90 ,0.00 
73.10 ,0.00 
100.00 ,0.00 
98.50 ,0.00 
85.80 ,0.00 
81.00 ,0.00 
25.90 ,0.00 
35.90 ,0.00 
65.90 ,0.00 
84.90 ,0.00 
79.30 ,0.00 
52.80 ,0.00 
69.00 ,0.00 
43.70 ,0.00 
59.70 ,0.00 
40.50 ,0.00 
12.60 ,0.00 
16.10 ,0.00 
3.80 ,0.00 
69.70 ,0.00 
0.00 ,0.00 
35.60 ,0.00 
2.20 ,37.70 
3.40 ,0.00 
9.70 ,0.00 
0.00 ,70.60 
55.90 ,4.70 
99.80 ,0.00 
91.10 ,0.00 
54.80 ,0.00 
82.00 ,0.00 
79.00 ,0.00 
68.70 ,0.00 
38.20 ,0.00 
2.50 ,0.00 
89.70 ,0.00 
38.60 ,0.00 
0.00 ,76.60 
67.90 ,0.60 
1.50 ,76.80 
12.30 ,15.00 
75.60 ,0.00 
93.50 ,0.00 
100.00 ,0.00 
44.10 ,0.00 
92.50 ,0.00 
9.10 ,0.20 
5.50 ,0.00 
35.00 ,8.80 
80.80 ,1.80 
54.60 ,0.00 
100.00 ,0.00 
0.00 ,0.00 
27.50 ,0.00 
25.10 ,0.00 
99.50 ,0.00 
46.20 ,7.30 
0.00 ,85.90 
0.00 ,25.10 
0.00 ,58.90 
7.00 ,51.90 
72.60 ,0.00 
25.60 ,0.00 
0.30 ,0.10 
0.00 ,0.00 
22.20 ,20.90 
58.30 ,6.20 
19.00 ,0.00 
100.00 ,0.00 
90.90 ,0.00 
100.00 ,0.00 
100.00 ,0.00 
49.00 ,0.00 
93.70 ,0.00 
27.20 ,0.00 
100.00 ,0.00 
0.00 ,0.00 
0.00 ,0.00 
0.00 ,5.50 
0.00 ,11.00 
3.10 ,0.00 
83.40 ,0.00 
57.40 ,0.00 
25.60 ,0.00 
1.10 ,0.00 
27.00 ,23.30 
10.00 ,20.30 
13.80 ,0.00 
24.00 ,0.00 
0.00 ,17.40 
23.00 ,3.80 
79.80 ,0.00 
0.50 ,0.00 
77.50 ,0.00 
8.90 ,0.00 
35.70 ,0.00 
27.20 ,0.00 
32.80 ,5.70 
18.60 ,0.00 
57.60 ,0.00 
91.10 ,0.00 
41.40 ,0.00 
88.40 ,0.00 
1.10 ,0.90 
33.80 ,0.00 
6.70 ,0.00 
3.10 ,0.00 
4.70 ,18.40 
0.00 ,39.60 
78.20 ,0.00 
57.30 ,0.00 
0.00 ,0.00 
0.00 ,0.00 
21.10 ,0.00 
49.10 ,0.00 
94.90 ,0.00 
7.30 ,0.00 
80.80 ,0.00 
2.00 ,0.00 
0.00 ,0.00 
0.00 ,0.00 
0.10 ,86.10 
13.00 ,47.20 
16.90 ,78.40 
37.50 ,0.00 
2.20 ,10.30 
21.60 ,0.00 
100.00 ,0.00 
0.00 ,35.80 
7.30 ,8.40 
2.00 ,0.00 
9.50 ,38.80 
7.20 ,13.90 
0.00 ,33.30 
0.00 ,16.80 
0.00 ,34.70 
0.00 ,27.20 
0.30 ,45.90 
0.00 ,46.30 
0.00 ,0.00 
0.00 ,100.00 
0.00 ,99.90 
80.90 ,0.00 
86.00 ,0.00 
6.60 ,0.00 
97.20 ,0.00 
62.50 ,0.00 
38.80 ,0.00 
41.50 ,0.00 
55.60 ,0.00 
95.50 ,0.00 
100.00 ,0.00 
54.80 ,0.00 
50.20 ,0.00 
9.70 ,0.00 
44.50 ,0.00 
7.70 ,0.00 
81.40 ,1.20 
96.40 ,0.00 
73.30 ,5.40 
3.20 ,2.50 
45.00 ,0.00 
38.30 ,0.00 
25.40 ,0.00 
78.60 ,0.00 
100.00 ,0.00 
100.00 ,0.00 
91.90 ,0.00 
0.10 ,37.40 
12.80 ,8.60 
32.10 ,2.50 
0.00 ,59.70 
9.80 ,0.00 
8.90 ,0.00 
75.30 ,0.00 
81.70 ,0.00 
92.30 ,0.00 
0.00 ,10.80 
0.00 ,86.30 
96.90 ,0.00 
33.00 ,0.00 
59.00 ,0.00 
15.10 ,0.00 
70.80 ,0.00 
100.00 ,0.00 
100.00 ,0.00 
100.00 ,0.00 
60.10 ,0.70 
63.10 ,0.00 
2.00 ,0.00 
13.10 ,0.00 
29.80 ,0.00 
100.00 ,0.00 
0.00 ,45.40 
3.80 ,22.60 
0.00 ,63.70 
0.00 ,98.50 
0.00 ,95.10 
38.00 ,0.00 
60.30 ,0.00 
83.80 ,0.00 
97.70 ,0.00 
81.10 ,0.00 
90.10 ,0.00 
99.80 ,0.00 
56.70 ,0.00 
94.50 ,0.00 
95.30 ,0.00 
0.00 ,63.00 
62.70 ,0.00 
35.90 ,0.20 
0.00 ,39.50 
69.60 ,0.00 
7.20 ,10.30 
57.50 ,0.00 
0.00 ,48.40 
30.30 ,0.00 
0.00 ,90.30 
0.00 ,68.30 
12.50 ,25.10 
37.30 ,0.00 
43.50 ,16.50 
0.00 ,90.30 
0.00 ,51.50 
73.00 ,0.00 
31.80 ,0.00 
97.40 ,0.00 
38.30 ,0.00 
69.60 ,0.00 
8.10 ,0.00 
0.00 ,28.30 
7.70 ,1.20 
4.70 ,0.00 
0.00 ,2.00 
95.40 ,0.00 
63.00 ,0.00 
87.40 ,0.00 
87.40 ,0.00 
99.20 ,0.00 
0.20 ,19.50 
0.00 ,38.10 
0.60 ,76.80 
0.00 ,89.80 
39.90 ,0.50 
75.50 ,0.00 
23.90 ,0.00 
61.50 ,0.00 
97.60 ,0.00 
0.00 ,44.40 
0.00 ,100.00 
44.30 ,17.20 
0.00 ,55.60 
22.80 ,0.00 
22.00 ,0.00 
20.90 ,0.00 
61.20 ,0.00 
9.20 ,7.50 
22.40 ,0.20 
43.60 ,4.80 
6.60 ,31.50 
20.40 ,13.70 
0.00 ,82.50 
98.10 ,0.00 
45.90 ,0.00 
93.20 ,0.00 
88.90 ,0.00 
96.20 ,0.00 
62.10 ,0.00 
0.10 ,0.00 
32.60 ,0.00 
14.80 ,0.00 
31.60 ,0.00 
38.40 ,0.00 
15.80 ,0.00 
3.40 ,0.00 
43.80 ,0.00 
36.00 ,0.00 
77.00 ,0.00 
5.30 ,0.00 
95.20 ,0.00 
57.00 ,0.00 
11.40 ,0.00 
6.10 ,0.00 
51.50 ,0.00 
0.00 ,0.00 
83.80 ,0.00 
72.00 ,0.00 
96.20 ,0.00 
69.10 ,0.00 
94.80 ,0.00 
5.00 ,0.00 
1.00 ,0.00 
86.80 ,0.00 
77.70 ,0.00 
29.40 ,0.00 
22.30 ,0.00 
6.30 ,0.00 
0.00 ,0.00 
29.50 ,0.00 
0.10 ,0.00 
0.00 ,5.60 
57.20 ,0.00 
97.20 ,0.00 
98.40 ,0.00 
82.70 ,5.20 
0.00 ,93.20 
0.00 ,51.10 
0.00 ,100.00 
0.00 ,10.90 
0.00 ,4.30 
0.00 ,96.00 
0.00 ,100.00 
15.70 ,47.80 
4.40 ,20.90 
5.20 ,46.40 
0.00 ,29.70 
4.30 ,57.80 
0.00 ,75.30 
4.60 ,34.10 
53.60 ,0.00 
0.00 ,17.30 
0.00 ,97.50 
0.00 ,20.10 
0.00 ,3.70 
3.00 ,4.90 
13.00 ,0.00 
92.60 ,0.00 
0.00 ,79.50 
0.00 ,19.70 
37.60 ,0.00 
17.30 ,0.00 
22.70 ,6.00 
0.00 ,8.70 
88.00 ,0.00 
56.20 ,0.00 
0.00 ,100.00 
0.40 ,39.60 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,85.60 
67.90 ,16.60 
0.00 ,80.50 
10.40 ,35.70 
47.50 ,11.10 
96.40 ,0.00 
19.60 ,0.00 
0.00 ,20.60 
26.20 ,32.00 
0.50 ,37.20 
0.00 ,0.00 
0.00 ,78.70 
100.00 ,0.00 
100.00 ,0.00 
32.50 ,0.00 
92.90 ,0.00 
0.00 ,8.70 
0.00 ,61.70 
12.00 ,34.00 
6.70 ,2.60 
5.70 ,29.60 
43.20 ,0.00 
100.00 ,0.00 
0.00 ,0.00 
54.90 ,0.00 
99.40 ,0.00 
10.60 ,0.00 
68.70 ,3.30 
13.10 ,11.10 
2.90 ,71.70 
5.70 ,2.40 
8.60 ,0.00 
0.00 ,96.60 
0.00 ,100.00 
44.00 ,8.50 
27.60 ,31.30 
20.00 ,0.00 
2.30 ,0.00 
0.10 ,0.00 
59.70 ,0.00 
26.30 ,0.00 
96.30 ,0.00 
49.90 ,0.00 
0.00 ,42.40 
0.00 ,76.30 
29.50 ,2.00 
57.90 ,0.00 
37.70 ,0.00 
9.80 ,0.00 
28.70 ,0.00 
0.00 ,0.00 
67.60 ,0.00 
78.20 ,0.00 
3.50 ,0.00 
0.00 ,0.00 
0.00 ,0.00 
63.00 ,0.00 
78.20 ,0.00 
90.30 ,0.00 
0.00 ,0.00 
48.60 ,0.00 
2.10 ,14.30 
1.40 ,0.10 
42.50 ,0.00 
61.20 ,0.00 
35.00 ,0.00 
0.00 ,75.60 
60.40 ,0.00 
0.00 ,70.90 
43.90 ,0.00 
4.40 ,28.50 
1.20 ,0.00 
27.00 ,0.00 
0.00 ,0.00 
18.50 ,0.00 
0.10 ,0.00 
27.70 ,0.00 
76.70 ,0.00 
91.40 ,0.00 
46.40 ,0.00 
55.60 ,0.00 
94.60 ,0.00 
88.30 ,0.00 
53.90 ,0.00 
40.50 ,0.00 
26.20 ,0.00 
0.00 ,0.00 
31.90 ,0.00 
15.70 ,0.00 
80.70 ,0.00 
52.50 ,0.00 
95.60 ,0.00 
40.50 ,0.00 
64.20 ,0.00 
67.40 ,0.00 
64.80 ,0.00 
19.40 ,0.00 
6.70 ,0.00 
10.80 ,0.00 
80.60 ,0.00 
99.90 ,0.00 
100.00 ,0.00 
98.40 ,0.00 
46.30 ,0.00 
19.30 ,0.00 
29.30 ,6.50 
0.00 ,24.70 
24.10 ,0.00 
98.20 ,0.00 
0.00 ,0.00 
6.00 ,8.90 
69.50 ,0.00 
50.60 ,0.00 
70.70 ,0.00 
22.10 ,0.00 
60.30 ,0.00 
41.00 ,2.90 
100.00 ,0.00 
100.00 ,0.00 
100.00 ,0.00 
80.50 ,0.00 
28.00 ,0.00 
76.20 ,0.00 
100.00 ,0.00 
93.30 ,0.00 
93.10 ,0.00 
7.20 ,0.00 
0.00 ,0.00 
26.70 ,19.40 
95.30 ,0.00 
55.00 ,5.50 
87.40 ,0.00 
0.00 ,21.30 
60.00 ,0.00 
90.60 ,0.00 
2.70 ,4.10 
5.30 ,0.00 
90.30 ,0.00 
52.90 ,0.00 
41.60 ,0.00 
39.90 ,7.20 
21.30 ,0.00 
11.30 ,19.20 
0.00 ,53.10 
0.00 ,67.60 
0.00 ,22.70 
70.50 ,0.00 
4.80 ,24.80 
13.60 ,0.00 
34.40 ,0.00 
0.00 ,28.80 
12.70 ,0.00 
32.90 ,0.00 
27.80 ,0.00 
3.30 ,0.00 
0.00 ,17.50 
78.40 ,0.00 
61.50 ,0.00 
21.50 ,25.20 
22.70 ,0.00 
0.00 ,21.80 
57.50 ,0.00 
100.00 ,0.00 
83.90 ,0.00 
78.70 ,0.00 
98.30 ,0.00 
82.80 ,0.00 
26.00 ,0.00 
0.00 ,0.00 
21.10 ,0.00 
0.00 ,0.00 
0.00 ,17.10 
48.20 ,0.00 
8.40 ,0.00 
2.50 ,0.00 
1.00 ,28.60 
4.50 ,0.00 
27.50 ,0.00 
52.50 ,0.00 
17.70 ,0.00 
0.00 ,0.00 
1.00 ,0.00 
65.70 ,0.00 
4.50 ,66.30 
0.00 ,51.50 
96.00 ,0.00 
46.40 ,7.20 
100.00 ,0.00 
41.10 ,0.00 
90.50 ,0.00 
81.40 ,0.00 
0.00 ,100.00 
10.90 ,8.50 
0.00 ,89.50 
0.00 ,88.30 
79.90 ,0.00 
100.00 ,0.00 
15.00 ,0.00 
8.10 ,1.70 
16.20 ,9.50 
0.00 ,60.70 
0.00 ,78.70 
0.00 ,1.40 
60.60 ,0.00 
7.50 ,0.00 
68.80 ,0.00 
61.30 ,0.00 
0.00 ,0.00 
3.20 ,0.00 
36.20 ,0.00 
16.40 ,75.50 
0.00 ,22.80 
0.00 ,0.00 
84.90 ,0.00 
18.90 ,0.00 
16.40 ,0.00 
0.00 ,18.20 
46.10 ,10.30 
25.10 ,14.90 
0.00 ,0.00 
0.00 ,0.00 
0.00 ,0.00 
26.60 ,0.00 
0.00 ,0.00 
0.00 ,7.50 
0.00 ,0.00 
0.20 ,94.40 
80.00 ,0.00 
0.00 ,81.90 
37.10 ,0.00 
13.40 ,5.00 
9.40 ,0.00 
0.00 ,27.70 
0.00 ,0.00 
0.00 ,0.00 
0.00 ,0.00 
59.50 ,0.00 
87.50 ,0.00 
95.40 ,0.00 
100.00 ,0.00 
65.60 ,0.00 
78.60 ,0.00 
10.90 ,0.00 
15.30 ,0.00 
0.40 ,0.00 
1.00 ,0.00 
1.10 ,7.40 
7.20 ,0.00 
45.40 ,0.00 
9.00 ,0.00 
0.30 ,0.00 
0.50 ,4.60 
6.60 ,0.00 
0.00 ,99.30 
0.00 ,65.20 
18.50 ,1.60 
16.50 ,0.00 
0.00 ,0.00 
35.30 ,0.00 
0.00 ,0.00 
15.10 ,0.00 
0.00 ,0.00 
0.00 ,51.90 
0.00 ,95.80 
0.00 ,9.10 
0.00 ,13.00 
29.20 ,0.00 
100.00 ,0.00 
56.70 ,0.00 
13.30 ,0.00 
1.50 ,0.00 
0.00 ,0.00 
25.00 ,0.00 
0.00 ,0.00 
0.00 ,92.40 
0.00 ,25.00 
6.80 ,0.00 
92.40 ,0.00 
0.00 ,0.00 
0.00 ,0.00 
58.40 ,0.00 
18.70 ,0.00 
72.80 ,15.80 
0.10 ,99.50 
19.70 ,50.70 
90.60 ,2.20 
1.30 ,12.70 
9.90 ,28.60 
0.00 ,18.10 
0.10 ,54.10 
24.10 ,0.00 
0.70 ,0.00 
97.60 ,0.00 
31.80 ,0.00 
3.90 ,0.00 
31.50 ,0.00 
5.10 ,5.50 
11.20 ,4.30 
50.80 ,0.00 
64.70 ,0.00 
64.60 ,0.00 
55.30 ,0.00 
79.10 ,0.00 
84.20 ,0.00 
98.50 ,0.00 
95.60 ,0.00 
84.10 ,0.00 
15.60 ,0.00 
97.20 ,0.00 
0.00 ,58.80 
1.30 ,7.40 
0.00 ,98.20 
0.00 ,100.00 
0.00 ,0.50 
2.10 ,2.30 
0.00 ,0.00 
98.70 ,0.00 
3.30 ,0.00 
21.30 ,0.00 
45.40 ,0.00 
0.90 ,10.60 
16.50 ,0.00 
0.00 ,0.00 
0.90 ,0.40 
100.00 ,0.00 
100.00 ,0.00 
100.00 ,0.00 
0.00 ,0.00 
0.00 ,0.00 
44.30 ,0.00 
39.10 ,0.00 
0.00 ,0.00 
74.60 ,0.00 
0.00 ,0.00 
9.70 ,0.00 
76.40 ,0.00 
76.40 ,0.00 
64.50 ,0.00 
83.30 ,0.00 
99.70 ,0.00 
88.20 ,0.00 
1.80 ,0.00 
0.10 ,0.00 
0.30 ,0.00 
37.60 ,0.00 
5.70 ,28.60 
79.50 ,0.00 
18.00 ,0.00 
87.10 ,0.00 
24.90 ,0.00 
0.00 ,0.00 
39.30 ,0.00 
32.10 ,0.00 
19.90 ,0.00 
55.30 ,0.00 
33.40 ,0.00 
0.90 ,0.00 
0.00 ,0.00 
32.80 ,0.00 
83.80 ,0.00 
64.10 ,0.00 
61.50 ,0.00 
0.00 ,0.00 
81.60 ,0.00 
0.00 ,0.00 
7.50 ,0.00 
0.00 ,0.00 
59.90 ,0.00 
30.50 ,0.00 
0.00 ,0.00 
79.80 ,0.00 
46.70 ,0.00 
48.50 ,0.00 
29.20 ,0.00 
100.00 ,0.00 
57.70 ,0.00 
5.70 ,0.00 
24.60 ,0.00 
73.80 ,0.00 
1.00 ,0.00 
56.70 ,0.00 
71.50 ,0.00 
100.00 ,0.00 
18.60 ,0.00 
45.10 ,0.00 
97.40 ,0.00 
1.80 ,0.00 
8.70 ,13.10 
0.10 ,0.00 
0.00 ,62.70 
83.30 ,0.00 
67.20 ,0.00 
71.80 ,0.00 
25.40 ,0.00 
0.00 ,0.00 
84.40 ,0.00 
48.20 ,0.00 
79.30 ,0.00 
0.00 ,0.00 
34.00 ,0.00 
60.00 ,0.00 
95.70 ,0.00 
10.20 ,0.00 
0.00 ,4.70 
36.90 ,0.00 
18.50 ,0.00 
1.50 ,6.20 
40.60 ,0.00 
13.50 ,0.00 
57.30 ,0.00 
31.00 ,0.00 
7.90 ,0.00 
54.70 ,0.00 
47.70 ,0.00 
0.00 ,100.00 
0.00 ,70.30 
5.80 ,11.10 
0.00 ,98.10 
27.10 ,29.70 
0.70 ,0.00 
0.00 ,0.00 
0.30 ,20.70 
4.30 ,41.70 
72.00 ,0.00 
0.00 ,48.80 
0.00 ,8.40 
94.30 ,0.00 
21.30 ,0.10 
84.90 ,0.00 
0.00 ,3.90 
12.60 ,8.00 
0.00 ,0.00 
0.00 ,0.00 
11.90 ,16.20 
6.60 ,0.00 
1.90 ,0.00 
37.60 ,0.00 
15.70 ,0.00 
0.00 ,0.00 
80.70 ,0.00 
0.00 ,42.30 
0.00 ,15.00 
3.10 ,51.10 
20.40 ,7.60 
12.70 ,58.40 
48.00 ,4.50 
7.10 ,85.20 
20.30 ,6.80 
0.00 ,93.00 
98.90 ,0.00 
22.90 ,0.00 
99.30 ,0.00 
100.00 ,0.00 
3.30 ,0.00 
24.30 ,0.00 
65.80 ,0.00 
0.20 ,42.20 
55.30 ,0.00 
67.10 ,0.00 
28.50 ,0.00 
25.80 ,0.00 
14.00 ,56.80 
58.20 ,8.40 
31.70 ,5.10 
90.10 ,0.00 
65.10 ,0.00 
9.10 ,0.00 
75.70 ,0.00 
59.50 ,0.00 
97.60 ,0.00 
100.00 ,0.00 
97.70 ,0.00 
89.60 ,0.00 
94.10 ,0.00 
28.90 ,0.00 
91.20 ,0.00 
100.00 ,0.00 
85.20 ,0.00 
100.00 ,0.00 
99.80 ,0.00 
72.40 ,0.00 
78.40 ,0.00 
55.50 ,0.00 
11.50 ,4.20 
34.60 ,0.00 
0.00 ,2.10 
26.00 ,0.00 
15.80 ,0.00 
39.00 ,0.00 
46.30 ,0.00 
44.10 ,0.00 
59.60 ,0.00 
69.00 ,0.00 
95.60 ,0.00 
79.40 ,0.00 
12.40 ,0.00 
47.50 ,0.00 
45.40 ,0.00 
98.00 ,0.00 
8.70 ,0.00 
14.70 ,0.00 
61.20 ,0.00 
9.90 ,0.00 
75.90 ,0.00 
89.90 ,0.00 
23.20 ,0.00 
15.90 ,0.00 
100.00 ,0.00 
0.00 ,0.00 
72.10 ,0.00 
8.10 ,0.00 
40.70 ,0.00 
47.40 ,0.00 
13.40 ,0.00 
38.10 ,0.00 
22.40 ,0.00 
33.20 ,0.00 
10.00 ,0.00 
23.00 ,0.00 
28.60 ,0.00 
15.60 ,0.00 
29.70 ,0.00 
90.80 ,0.00 
48.80 ,0.00 
39.20 ,0.00 
0.00 ,0.00 
81.90 ,0.00 
22.10 ,0.00 
8.10 ,0.00 
6.80 ,0.00 
0.00 ,0.00 
0.00 ,26.20 
0.10 ,28.30 
0.00 ,8.70 
0.00 ,3.40 
0.00 ,0.00 
68.60 ,0.00 
58.10 ,0.00 
0.00 ,0.00 
2.10 ,16.70 
0.00 ,0.00 
0.00 ,0.00 
0.00 ,0.00 
0.00 ,0.00 
0.70 ,55.10 
0.00 ,72.50 
29.40 ,0.00 
27.80 ,0.00 
0.00 ,12.40 
0.00 ,72.60 
0.00 ,49.50 
0.30 ,13.90 
0.00 ,63.60 
27.10 ,0.00 
0.00 ,100.00 
0.00 ,44.90 
0.00 ,93.10 
0.00 ,100.00 
0.00 ,98.60 
0.60 ,77.70 
0.20 ,37.20 
0.00 ,53.10 
0.00 ,73.50 
0.00 ,44.50 
0.00 ,8.70 
48.30 ,0.00 
0.00 ,11.40 
1.70 ,49.70 
17.00 ,0.00 
50.40 ,0.00 
0.00 ,25.90 
0.00 ,69.30 
0.80 ,9.60 
0.00 ,53.00 
0.00 ,15.20 
0.00 ,100.00 
0.00 ,100.00 
0.00 ,98.10 
0.00 ,30.20 
3.90 ,49.00 
34.50 ,8.20 
1.10 ,49.90 
0.00 ,98.10 
0.00 ,99.70 
4.20 ,42.40 
13.80 ,0.00 
0.00 ,0.00 
0.00 ,0.00 
0.00 ,0.00 
0.10 ,0.00 
2.80 ,0.00 
4.20 ,0.00 
20.50 ,6.80 
3.80 ,6.10 
0.00 ,0.40 
0.00 ,26.10 
0.00 ,6.00 
0.00 ,93.60 
0.00 ,99.40 
0.00 ,81.30 
0.00 ,67.20 
0.00 ,42.10 
1.10 ,37.30 
0.00 ,61.10 
0.00 ,100.00 
0.00 ,100.00 
68.30 ,0.00 
5.20 ,37.70 
0.10 ,98.00 
10.90 ,0.00 
0.00 ,0.90 
0.00 ,78.70 
0.00 ,100.00 
2.00 ,2.90 
0.00 ,33.00 
3.20 ,0.00 
27.70 ,0.00 
0.00 ,0.00 
86.00 ,0.00 
1.80 ,0.00 
38.90 ,0.00 
13.80 ,0.00 
